gene\_name & dN & dS & omega \\
BSUW23\_RS19480 & 0.0038 & 0.1496 & 0.02534 \\
BSUW23\_RS19500 & 0.0438 & 0.3284 & 0.13347 \\
BSUW23\_RS19540 & 0.0378 & 0.2081 & 0.19216 \\
BSUW23\_RS19545 & 0.0366 & 0.3289 & 0.11141 \\
BSUW23\_RS19550 & 0.005 & 0.2422 & 0.02055 \\
BSUW23\_RS19630 & 0.0254 & 0.3663 & 0.06924 \\
BSUW23\_RS19690 & 0.0644 & 0.3944 & 0.16336 \\
BSUW23\_RS19735 & 0.0091 & 0.0496 & 0.18346 \\
BSUW23\_RS19790 & 0.089 & 0.3764 & 0.23641 \\
BSUW23\_RS19795 & 0.06755 & 0.312 & 0.22061 \\
BSUW23\_RS19860 & 0.006 & 0.2196 & 0.02729 \\
BSUW23\_RS19870 & 0 & 0.0504 & 0 \\
BSUW23\_RS19895 & 0.0725 & 0.3536 & 0.20504 \\
BSUW23\_RS19900 & 0.0318 & 0.3832 & 0.08287 \\
BSUW23\_RS19915 & 0.0384 & 0.3595 & 0.10683 \\
BSUW23\_RS19920 & 0.0099 & 0.2459 & 0.04006 \\
BSUW23\_RS19945 & 0.0181 & 0.3264 & 0.0555 \\
BSUW23\_RS20030 & 0.0433 & 0.1631 & 0.26537 \\
BSUW23\_RS20040 & 0.0041 & 0.2669 & 0.01554 \\
BSUW23\_RS20045 & 0.0398 & 0.2471 & 0.16109 \\
BSUW23\_RS20075 & 0.0268 & 0.2733 & 0.09818 \\
BSUW23\_RS20125 & 0.0894 & 3.4964 & 0.02555 \\
BSUW23\_RS20145 & 0.0185 & 0.2746 & 0.06753 \\
BSUW23\_RS20210 & 0.0279 & 0.3699 & 0.07535 \\
BSUW23\_RS20215 & 0.00915 & 0.31215 & 0.03009 \\
BSUW23\_RS20235 & 0.0221 & 0.4257 & 0.05193 \\
BSUW23\_RS20255 & 0.034 & 0.6361 & 0.05352 \\
BSUW23\_RS20275 & 0.0021 & 0.269 & 0.00774 \\
BSUW23\_RS20315 & 0.0279 & 0.3372 & 0.08275 \\
BSUW23\_RS20330 & 0.0334 & 0.1477 & 0.22574 \\
BSUW23\_RS20425 & 0.0107 & 0.3294 & 0.03246 \\
BSUW23\_RS20440 & 0.0287 & 0.4222 & 0.0679 \\
BSUW23\_RS20460 & 0.0629 & 0.323 & 0.19476 \\
BSUW23\_RS20525 & 0.0078 & 0.8713 & 0.00893 \\
BSUW23\_RS20550 & 0.0422 & 0.4037 & 0.10461 \\
BSUW23\_RS20610 & 0.0135 & 0.3202 & 0.04208 \\
BSUW23\_RS20625 & 0.0896 & 0.359 & 0.24947 \\
BSUW23\_RS20630 & 0.0308 & 0.466 & 0.06616 \\
BSUW23\_RS20645 & 0.04 & 0.3145 & 0.12718 \\
BSUW23\_RS20650 & 0.0146 & 0.6649 & 0.02193 \\
BSUW23\_RS20675 & 0.0269 & 0.7612 & 0.03538 \\
BSUW23\_RS20680 & 0.0224 & 0.3614 & 0.06211 \\
I33\_RS01240 & 0.05685 & 0.40465 & 0.150125 \\
I33\_RS01245 & 0.04975 & 0.41375 & 0.149655 \\
I33\_RS01250 & 0.0739 & 0.3921 & 0.18855 \\
I33\_RS01260 & 0.01615 & 0.2507 & 0.071305 \\
I33\_RS01265 & 0.0392333333333333 & 0.695666666666667 & 0.05315 \\
I33\_RS01270 & 0.0443 & 0.44925 & 0.097895 \\
I33\_RS01280 & 0.0956 & 1.40915 & 0.100105 \\
I33\_RS01285 & 0.0021 & 0.3274 & 0.00639 \\
I33\_RS01290 & 0.1188 & 0.3782 & 0.31421 \\
I33\_RS01295 & 0.0706 & 0.3197 & 0.22074 \\
I33\_RS01330 & 0.03325 & 0.38175 & 0.098395 \\
I33\_RS01335 & 0.0183 & 0.3427 & 0.05326 \\
I33\_RS01340 & 0.0358666666666667 & 0.238033333333333 & 0.163713333333333 \\
I33\_RS01345 & 0.0351 & 0.3438 & 0.10198 \\
I33\_RS01355 & 0.0253 & 0.2848 & 0.08876 \\
I33\_RS01360 & 0.0201 & 0.3725 & 0.05377 \\
I33\_RS01365 & 0.059 & 0.254875 & 0.307445 \\
I33\_RS01370 & 0.0424 & 0.343 & 0.1235 \\
I33\_RS01380 & 0.0044 & 0.2382 & 0.01839 \\
I33\_RS01385 & 0.0179 & 0.336 & 0.05325 \\
I33\_RS01400 & 0.0413 & 0.2626 & 0.15736 \\
I33\_RS01405 & 0.037475 & 0.496725 & 0.0848975 \\
I33\_RS01410 & 0.02265 & 0.3309 & 0.0696 \\
I33\_RS01415 & 0.0378 & 0.3116 & 0.12125 \\
I33\_RS01425 & 0.0355 & 0.361 & 0.09827 \\
I33\_RS01430 & 0.0217 & 0.2123 & 0.10222 \\
I33\_RS01435 & 0.0194 & 0.2376 & 0.08165 \\
I33\_RS01440 & 0.0286 & 0.3071 & 0.0932 \\
I33\_RS01450 & 0.0231 & 0.3155 & 0.07334 \\
I33\_RS01460 & 0.0197 & 0.3408 & 0.0578 \\
I33\_RS01465 & 0.0155666666666667 & 0.295166666666667 & 0.05359 \\
I33\_RS01475 & 0.0237 & 0.2779 & 0.08531 \\
I33\_RS01480 & 0.0102 & 0.2389 & 0.04281 \\
I33\_RS01485 & 0.01695 & 0.3939 & 0.04385 \\
I33\_RS01490 & 0.0689333333333333 & 0.486033333333333 & 0.136576666666667 \\
I33\_RS01495 & 0.1325 & 0.4094 & 0.32372 \\
I33\_RS01520 & 0.018 & 0.3001 & 0.05989 \\
I33\_RS01525 & 0.0261 & 0.3108 & 0.08399 \\
I33\_RS01530 & 0.0254 & 0.20485 & 0.14523 \\
I33\_RS01545 & 0.02615 & 0.4191 & 0.06048 \\
I33\_RS01555 & 0.0173 & 0.3578 & 0.04842 \\
I33\_RS01560 & 0.04015 & 0.34215 & 0.129635 \\
I33\_RS01570 & 0.0323 & 0.2399 & 0.13456 \\
I33\_RS01575 & 0.0386 & 0.3148 & 0.122035 \\
I33\_RS01595 & 0.0512 & 0.2278 & 0.22496 \\
I33\_RS01600 & 0.0297 & 0.4363 & 0.06797 \\
I33\_RS01615 & 0.082 & 0.4619 & 0.17764 \\
I33\_RS01620 & 0.09445 & 0.3625 & 0.269935 \\
I33\_RS01625 & 0.0464 & 0.3037 & 0.150685 \\
I33\_RS01630 & 0.02925 & 0.3545 & 0.07562 \\
I33\_RS01635 & 0.02705 & 0.36615 & 0.076685 \\
I33\_RS01645 & 0.0232 & 0.157 & 0.14812 \\
I33\_RS01650 & 0.03445 & 0.25815 & 0.156505 \\
I33\_RS01655 & 0.0155 & 0.3067 & 0.04748 \\
I33\_RS01660 & 0.0196 & 0.50095 & 0.045955 \\
I33\_RS01665 & 0.0146 & 0.2617 & 0.05555 \\
I33\_RS01670 & 0.0048 & 0.1817 & 0.02637 \\
I33\_RS01685 & 0.0193 & 0.2705 & 0.07136 \\
I33\_RS01695 & 0.01315 & 0.33035 & 0.037275 \\
I33\_RS01700 & 0.0774 & 0.1997 & 0.38747 \\
I33\_RS01705 & 0.0127 & 0.3162 & 0.04015 \\
I33\_RS01710 & 0.01385 & 0.26405 & 0.04915 \\
I33\_RS01720 & 0.0286 & 0.4961 & 0.05769 \\
I33\_RS01725 & 0.0179 & 0.3484 & 0.05137 \\
I33\_RS01750 & 0.00585 & 0.285 & 0.02523 \\
I33\_RS01780 & 0.0397 & 0.2874 & 0.13805 \\
I33\_RS01790 & 0.0248 & 0.3512 & 0.07055 \\
I33\_RS01800 & 0.0560666666666667 & 0.438766666666667 & 0.137583333333333 \\
I33\_RS01805 & 0.044 & 0.27925 & 0.155955 \\
I33\_RS01810 & 0.0262 & 0.3096 & 0.08466 \\
I33\_RS01815 & 0.0292 & 0.3293 & 0.096215 \\
I33\_RS01825 & 0.0093 & 0.36285 & 0.0255575 \\
I33\_RS01830 & 0.0220666666666667 & 0.211366666666667 & 0.100283333333333 \\
I33\_RS01835 & 0.04064 & 0.31834 & 0.121142 \\
I33\_RS01840 & 0.0376666666666667 & 0.5052 & 0.0770633333333333 \\
I33\_RS01845 & 0.054 & 0.3528 & 0.15313 \\
I33\_RS01850 & 0.0128 & 0.1769 & 0.07226 \\
I33\_RS01860 & 0.0137 & 0.2811 & 0.04862 \\
I33\_RS01870 & 0.0213 & 0.4421 & 0.050205 \\
I33\_RS01890 & 0.0431 & 0.3221 & 0.13388 \\
I33\_RS01895 & 0.0834 & 0.3603 & 0.23156 \\
I33\_RS01900 & 0.1352 & 0.3371 & 0.442136666666667 \\
I33\_RS01905 & 0.0145 & 0.3931 & 0.03694 \\
I33\_RS01915 & 0.05125 & 0.2527 & 0.23371 \\
I33\_RS01920 & 0.0154 & 0.3356 & 0.04584 \\
I33\_RS01930 & 0.0068 & 0.2744 & 0.02474 \\
I33\_RS01935 & 0.033625 & 0.29145 & 0.11579 \\
I33\_RS01940 & 0.03455 & 0.36533 & 0.096045 \\
I33\_RS01990 & 0.0395 & 0.3646 & 0.10823 \\
I33\_RS01995 & 0.0186 & 0.3104 & 0.06008 \\
I33\_RS02000 & 0.02965 & 0.43615 & 0.068305 \\
I33\_RS02005 & 0.0478 & 0.375 & 0.12754 \\
I33\_RS02010 & 0.067 & 0.30625 & 0.211975 \\
I33\_RS02030 & 0.0242 & 0.2138 & 0.11336 \\
I33\_RS02035 & 0.0135333333333333 & 0.2029 & 0.0644033333333333 \\
I33\_RS02045 & 0.0183 & 0.3528 & 0.059035 \\
I33\_RS02050 & 0.0049 & 0.3031 & 0.01612 \\
I33\_RS02055 & 0.0152 & 0.3052 & 0.04859 \\
I33\_RS02060 & 0.0778666666666667 & 0.727 & 0.12034 \\
I33\_RS02065 & 0.0334 & 0.2437 & 0.13702 \\
I33\_RS02075 & 0.0627 & 0.4989 & 0.1257 \\
I33\_RS02080 & 0.0446 & 0.5848 & 0.0762 \\
I33\_RS02100 & 0.0601 & 0.60664 & 0.098932 \\
I33\_RS02105 & 0.0282666666666667 & 0.4986 & 0.0655566666666667 \\
I33\_RS02110 & 0.037 & 0.3362 & 0.115555 \\
I33\_RS02115 & 0.0116 & 0.393 & 0.02961 \\
I33\_RS02120 & 0.0084 & 0.2758 & 0.0304 \\
I33\_RS02125 & 0.0206 & 0.3141 & 0.06574 \\
I33\_RS02130 & 0.0094 & 0.198 & 0.04756 \\
I33\_RS02135 & 0 & 0.0684 & 0 \\
I33\_RS02140 & 0.0259 & 0.3144 & 0.08236 \\
I33\_RS02155 & 0.00925 & 0.17145 & 0.05414 \\
I33\_RS02160 & 0.0189 & 0.3011 & 0.06265 \\
I33\_RS02165 & 0.0303 & 0.4688 & 0.06031 \\
I33\_RS02175 & 0.0186 & 0.1718 & 0.10804 \\
I33\_RS02180 & 0.0228 & 0.2915 & 0.07833 \\
I33\_RS02185 & 0.0166666666666667 & 0.257233333333333 & 0.0588866666666667 \\
I33\_RS02210 & 0.0082 & 0.3666 & 0.02246 \\
I33\_RS02220 & 0.0347 & 0.5319 & 0.0677 \\
I33\_RS02225 & 0.0378 & 0.2723 & 0.1388 \\
I33\_RS02230 & 0.0158 & 0.53165 & 0.02961 \\
I33\_RS02235 & 0.0218 & 0.2819 & 0.07736 \\
I33\_RS02245 & 0.005 & 0.3157 & 0.01587 \\
I33\_RS02250 & 0.019 & 0.5185 & 0.03657 \\
I33\_RS02255 & 0.0290666666666667 & 0.543433333333333 & 0.0575566666666667 \\
I33\_RS02260 & 0.0233 & 0.3702 & 0.06287 \\
I33\_RS02265 & 0.0634 & 0.3519 & 0.1803 \\
I33\_RS02270 & 0.0818 & 0.5508 & 0.201515 \\
I33\_RS02280 & 0.0147 & 0.2543 & 0.05789 \\
I33\_RS02290 & 0.0381 & 0.2245 & 0.1698 \\
I33\_RS02295 & 0.0261333333333333 & 0.468366666666667 & 0.0644833333333333 \\
I33\_RS02300 & 0.0386 & 0.34245 & 0.12006 \\
I33\_RS02305 & 0.031 & 0.261533333333333 & 0.116276666666667 \\
I33\_RS02310 & 0.01015 & 0.26525 & 0.037365 \\
I33\_RS02315 & 0.0199 & 0.3186 & 0.06231 \\
I33\_RS02320 & 0.0149 & 0.3734 & 0.03987 \\
I33\_RS02325 & 0.0615 & 0.3187 & 0.19306 \\
I33\_RS02350 & 0.0299 & 0.3048 & 0.09809 \\
I33\_RS02355 & 0.03775 & 0.3914 & 0.10429 \\
I33\_RS02360 & 0.104066666666667 & 0.6874 & 0.160643333333333 \\
I33\_RS02365 & 0.0161 & 0.2443 & 0.06601 \\
I33\_RS02370 & 0.0064 & 0.3657 & 0.021265 \\
I33\_RS02450 & 0.0279 & 0.307166666666667 & 0.0820433333333333 \\
I33\_RS02455 & 0.0644 & 0.3723 & 0.17308 \\
I33\_RS02460 & 0.01275 & 0.3449 & 0.036375 \\
I33\_RS02465 & 0.1407 & 0.2637 & 0.53337 \\
I33\_RS02470 & 0.0311 & 0.3198 & 0.098595 \\
I33\_RS02480 & 0.0121 & 0.3085 & 0.03935 \\
I33\_RS02485 & 0.01975 & 0.31125 & 0.0641 \\
I33\_RS02490 & 0.0081 & 0.207 & 0.03912 \\
I33\_RS02505 & 0.0263 & 0.418366666666667 & 0.0627866666666667 \\
I33\_RS02510 & 0.0278 & 0.3941 & 0.07062 \\
I33\_RS02520 & 0.0097 & 0.2484 & 0.036305 \\
I33\_RS02525 & 0.011 & 0.2612 & 0.04223 \\
I33\_RS02535 & 0.0296 & 0.3126 & 0.09476 \\
I33\_RS02540 & 0.0028 & 0.1942 & 0.01467 \\
I33\_RS02555 & 0.0457 & 0.3125 & 0.14618 \\
I33\_RS02560 & 0.033 & 0.2808 & 0.11764 \\
I33\_RS02565 & 0.0527 & 0.4021 & 0.13116 \\
I33\_RS02570 & 0.0219 & 0.2588 & 0.08472 \\
I33\_RS02575 & 0.0385 & 0.3614 & 0.10653 \\
I33\_RS02585 & 0.0039 & 0.3207 & 0.01227 \\
I33\_RS02600 & 0 & 0 & 0 \\
I33\_RS02605 & 0 & 0.0263 & 0 \\
I33\_RS02610 & 0.00674 & 0.3381 & 0.019938 \\
I33\_RS02615 & 0.037 & 0.4138 & 0.08929 \\
I33\_RS02670 & 0.0214 & 0.3223 & 0.06639 \\
I33\_RS02680 & 0.0224 & 0.388 & 0.05785 \\
I33\_RS02840 & 0.03405 & 0.178 & 0.183685 \\
I33\_RS02860 & 0.0605 & 0.3354 & 0.18044 \\
I33\_RS02865 & 0.0582 & 0.5349 & 0.10888 \\
I33\_RS02880 & 0.0972 & 0.4281 & 0.2268 \\
I33\_RS02885 & 0.0598 & 0.6541 & 0.09135 \\
I33\_RS02895 & 0.0494 & 0.4266 & 0.11571 \\
I33\_RS02900 & 0.0441 & 0.406 & 0.10854 \\
I33\_RS02910 & 0.0636 & 0.371733333333333 & 0.17834 \\
I33\_RS02920 & 0.0351 & 0.3375 & 0.10403 \\
I33\_RS02935 & 0.0677 & 0.5403 & 0.12537 \\
I33\_RS02945 & 0.091 & 0.6179 & 0.14727 \\
I33\_RS02950 & 0.0719 & 0.6743 & 0.10666 \\
I33\_RS02955 & 0.0703 & 0.5612 & 0.12525 \\
I33\_RS02960 & 0.1431 & 0.5051 & 0.28326 \\
I33\_RS02975 & 0.0573 & 0.5004 & 0.11446 \\
I33\_RS02980 & 0.0575 & 0.301 & 0.19099 \\
I33\_RS03015 & 0.0393 & 0.302733333333333 & 0.131213333333333 \\
I33\_RS03020 & 0.0254 & 0.391 & 0.06496 \\
I33\_RS03025 & 0.0188 & 0.44 & 0.04265 \\
I33\_RS03035 & 0.0387666666666667 & 0.438433333333333 & 0.08499 \\
I33\_RS03040 & 0.0568 & 0.3748 & 0.1514 \\
I33\_RS03045 & 0.0342 & 0.3895 & 0.08781 \\
I33\_RS03055 & 0.0582 & 0.2668 & 0.20812 \\
I33\_RS03065 & 0.0874 & 0.3985 & 0.2193 \\
I33\_RS03070 & 0.0498 & 0.328525 & 0.149565 \\
I33\_RS03080 & 0.04225 & 0.424 & 0.100365 \\
I33\_RS03085 & 0.0356 & 0.3529 & 0.10094 \\
I33\_RS03090 & 0.0083 & 0.302 & 0.0276 \\
I33\_RS03095 & 0.07295 & 0.25865 & 0.28554 \\
I33\_RS03100 & 0.0482 & 0.3293 & 0.14632 \\
I33\_RS03120 & 0.0143 & 0.2221 & 0.085205 \\
I33\_RS03145 & 0.0203 & 0.2881 & 0.07052 \\
I33\_RS03150 & 0.07345 & 1.48735 & 0.049105 \\
I33\_RS03155 & 0.0529 & 0.3891 & 0.13604 \\
I33\_RS03160 & 0.0199 & 0.2668 & 0.07442 \\
I33\_RS03165 & 0.0252 & 0.512 & 0.04914 \\
I33\_RS03170 & 0.0903 & 0.3818 & 0.287005 \\
I33\_RS03175 & 0.06425 & 0.38425 & 0.16604 \\
I33\_RS03215 & 0.0192 & 0.32035 & 0.059955 \\
I33\_RS03225 & 0.05225 & 0.322 & 0.17191 \\
I33\_RS03235 & 0.0516 & 0.369 & 0.13988 \\
I33\_RS04795 & 0.0359 & 0.3458 & 0.10376 \\
I33\_RS04800 & 0.0264 & 0.2081 & 0.12692 \\
I33\_RS04805 & 0.0888 & 0.29 & 0.30609 \\
I33\_RS04810 & 0.01295 & 0.50185 & 0.028115 \\
I33\_RS04835 & 0.0585 & 0.3223 & 0.18141 \\
I33\_RS04840 & 0.0066 & 0.2793 & 0.02354 \\
I33\_RS04845 & 0.0254 & 0.3176 & 0.07982 \\
I33\_RS04855 & 0.0291 & 0.2803 & 0.10391 \\
I33\_RS04860 & 0.0281 & 0.4396 & 0.06381 \\
I33\_RS04865 & 0.0201 & 0.3283 & 0.06134 \\
I33\_RS04870 & 0.0770666666666667 & 0.321833333333333 & 0.209596666666667 \\
I33\_RS04875 & 0.05775 & 0.3592 & 0.17979 \\
I33\_RS04880 & 0.0071 & 0.1709 & 0.04177 \\
I33\_RS04885 & 0.04255 & 0.2696 & 0.166515 \\
I33\_RS04890 & 0.0105 & 0.3966 & 0.0264 \\
I33\_RS04895 & 0.0412714285714286 & 0.313814285714286 & 0.129134285714286 \\
I33\_RS04905 & 0.0035 & 0.2966 & 0.01183 \\
I33\_RS04920 & 0.0023 & 0.2728 & 0.00849 \\
I33\_RS04925 & 0.0152 & 0.34405 & 0.043485 \\
I33\_RS04930 & 0.0144 & 0.266 & 0.05405 \\
I33\_RS04935 & 0.0026 & 0.4081 & 0.00644 \\
I33\_RS04940 & 0.03775 & 0.1827 & 0.205835 \\
I33\_RS04945 & 0.0412333333333333 & 0.5168 & 0.0759366666666667 \\
I33\_RS04950 & 0.0439 & 0.2839 & 0.15454 \\
I33\_RS04955 & 0.0489333333333333 & 0.330633333333333 & 0.12907 \\
I33\_RS04960 & 0.03135 & 0.29465 & 0.09436 \\
I33\_RS04965 & 0.0242 & 0.307 & 0.07867 \\
I33\_RS04970 & 0.0555 & 0.7843 & 0.07074 \\
I33\_RS04975 & 0.135 & 0.2732 & 0.494 \\
I33\_RS04980 & 0.0695 & 5.9191 & 0.01174 \\
I33\_RS04985 & 0.0649 & 4.3562 & 0.01489 \\
I33\_RS04995 & 0.05265 & 0.36115 & 0.153515 \\
I33\_RS05000 & 0.0483 & 0.4436 & 0.10892 \\
I33\_RS05005 & 0.0622 & 0.3915 & 0.184475 \\
I33\_RS05010 & 0.0288 & 0.0837 & 0.34428 \\
I33\_RS05015 & 0.0164 & 0.4746 & 0.03461 \\
I33\_RS05020 & 0.0035 & 0.3328 & 0.01059 \\
I33\_RS05030 & 0.00925 & 0.28485 & 0.032335 \\
I33\_RS05035 & 0.00965 & 0.51065 & 0.02091 \\
I33\_RS05040 & 0.0063 & 0.2974 & 0.02105 \\
I33\_RS05045 & 0.0107 & 0.2947 & 0.03618 \\
I33\_RS05060 & 0.0266 & 0.3356 & 0.07933 \\
I33\_RS05070 & 0.1112 & 0.5487 & 0.20265 \\
I33\_RS05075 & 0.02532 & 0.35028 & 0.089784 \\
I33\_RS05080 & 0.0298 & 0.2991 & 0.09968 \\
I33\_RS05085 & 0.048075 & 0.2712 & 0.18792 \\
I33\_RS05090 & 0.02205 & 0.30005 & 0.07468 \\
I33\_RS05110 & 0.0182 & 0.2742 & 0.06622 \\
I33\_RS05115 & 0.0156 & 0.458 & 0.034 \\
I33\_RS05120 & 0.031 & 0.25365 & 0.10554 \\
I33\_RS05130 & 0.0292333333333333 & 0.435733333333333 & 0.0725066666666667 \\
I33\_RS05135 & 0.0194 & 0.3371 & 0.0577 \\
I33\_RS05145 & 0.0107 & 0.3064 & 0.03501 \\
I33\_RS05150 & 0.07685 & 0.39205 & 0.1816775 \\
I33\_RS05155 & 0.0836 & 0.2785 & 0.30001 \\
I33\_RS05160 & 0.0321 & 0.3847 & 0.08338 \\
I33\_RS05165 & 0.0054 & 0.2119 & 0.02539 \\
I33\_RS05170 & 0.0117 & 0.1995 & 0.0484433333333333 \\
I33\_RS05175 & 0.0378 & 0.3348 & 0.11278 \\
I33\_RS05180 & 0.0123 & 0.13755 & 0.086425 \\
I33\_RS05185 & 0.0049 & 0.2851 & 0.01709 \\
I33\_RS05190 & 0.0034 & 0.061 & 0.05637 \\
I33\_RS05200 & 0.01325 & 0.2466 & 0.05306 \\
I33\_RS05205 & 0.0656333333333333 & 0.257333333333333 & 0.253356666666667 \\
I33\_RS05220 & 0.025 & 0.3178 & 0.0787 \\
I33\_RS05230 & 0.0471 & 0.3946 & 0.1194 \\
I33\_RS05235 & 0.0438 & 0.469 & 0.09337 \\
I33\_RS05240 & 0.0574 & 0.3004 & 0.19104 \\
I33\_RS05245 & 0.0417 & 0.30365 & 0.1707 \\
I33\_RS05250 & 0.0214 & 0.32025 & 0.06662 \\
I33\_RS05265 & 0.1298 & 0.3869 & 0.30413 \\
I33\_RS05280 & 0.0329 & 0.3115 & 0.10564 \\
I33\_RS05290 & 0.0353 & 0.4544 & 0.07764 \\
I33\_RS05295 & 0.0153 & 0.3474 & 0.04417 \\
I33\_RS05305 & 0.0415 & 0.3252 & 0.12768 \\
I33\_RS05310 & 0.0218 & 0.2019 & 0.08596 \\
I33\_RS05325 & 0.0347 & 0.2712 & 0.18523 \\
I33\_RS05330 & 0.0128 & 0.3037 & 0.042 \\
I33\_RS05335 & 0.0056 & 0.3357 & 0.022315 \\
I33\_RS05340 & 0.0457 & 0.3017 & 0.20015 \\
I33\_RS05350 & 0.0525 & 0.2261 & 0.292825 \\
I33\_RS05355 & 0.0189 & 0.3436 & 0.0604166666666667 \\
I33\_RS05360 & 0.04 & 0.2899 & 0.13796 \\
I33\_RS05365 & 0.03605 & 0.22305 & 0.157075 \\
I33\_RS05370 & 0.0722 & 0.31165 & 0.231745 \\
I33\_RS05375 & 0.0648 & 0.5117 & 0.1266 \\
I33\_RS05380 & 0.032725 & 0.781775 & 0.0633625 \\
I33\_RS05385 & 0.0141 & 0.2091 & 0.06762 \\
I33\_RS05390 & 0.0183 & 0.0955 & 0.1916 \\
I33\_RS05395 & 0.0046 & 0.1654 & 0.02759 \\
I33\_RS05400 & 0.03175 & 0.19435 & 0.17279 \\
I33\_RS05405 & 0.0204 & 0.244 & 0.08375 \\
I33\_RS05410 & 0.0265 & 0.4225 & 0.06282 \\
I33\_RS05420 & 0.0037 & 0.2803 & 0.01302 \\
I33\_RS05425 & 0 & 0.2686 & 0 \\
I33\_RS05430 & 0.02945 & 0.3934 & 0.074725 \\
I33\_RS05435 & 0.0346333333333333 & 0.3835 & 0.08686 \\
I33\_RS05445 & 0.037 & 0.3031 & 0.12198 \\
I33\_RS05450 & 0.0273 & 0.2599 & 0.10518 \\
I33\_RS05455 & 0.0232 & 0.4067 & 0.05696 \\
I33\_RS05465 & 0.0213 & 0.2881 & 0.07397 \\
I33\_RS05470 & 0.0147 & 0.315 & 0.04675 \\
I33\_RS05475 & 0.0126 & 0.5751 & 0.02195 \\
I33\_RS05480 & 0.0166666666666667 & 0.3014 & 0.05841 \\
I33\_RS05485 & 0.0056 & 0.3001 & 0.01856 \\
I33\_RS05490 & 0.0702 & 0.6145 & 0.0998633333333333 \\
I33\_RS05495 & 0.0452666666666667 & 0.408433333333333 & 0.124913333333333 \\
I33\_RS05500 & 0.0788 & 0.3793 & 0.20783 \\
I33\_RS05510 & 0.0368 & 0.5205 & 0.07078 \\
I33\_RS05515 & 0.0091 & 0.2324 & 0.03919 \\
I33\_RS05525 & 0.0178 & 0.2132 & 0.08354 \\
I33\_RS05540 & 0.0344 & 0.37735 & 0.08952 \\
I33\_RS05545 & 0.0362 & 0.2798 & 0.12925 \\
I33\_RS05550 & 0.0222333333333333 & 0.282433333333333 & 0.0888866666666667 \\
I33\_RS05555 & 0.0267 & 0.36445 & 0.080055 \\
I33\_RS05560 & 0.0297 & 0.3535 & 0.085805 \\
I33\_RS05570 & 0.06 & 0.31535 & 0.17046 \\
I33\_RS05575 & 0.0247 & 0.2781 & 0.08873 \\
I33\_RS05580 & 0.019 & 0.3496 & 0.05422 \\
I33\_RS05585 & 0.0596 & 0.3612 & 0.167663333333333 \\
I33\_RS05590 & 0.0885 & 0.3637 & 0.2434 \\
I33\_RS05595 & 0.0162 & 0.298 & 0.0545 \\
I33\_RS05610 & 0.0194 & 0.25855 & 0.103845 \\
I33\_RS05615 & 0.0303 & 0.2728 & 0.1154175 \\
I33\_RS05620 & 0.04075 & 0.38195 & 0.09671 \\
I33\_RS05625 & 0.062875 & 0.322875 & 0.2269225 \\
I33\_RS05630 & 0.0315 & 0.3628 & 0.08684 \\
I33\_RS05635 & 0.0035 & 0.2334 & 0.01489 \\
I33\_RS05640 & 0.0262 & 0.3243 & 0.08073 \\
I33\_RS05660 & 0.0374 & 0.2122 & 0.17615 \\
I33\_RS05670 & 0.026 & 0.2394 & 0.10868 \\
I33\_RS05675 & 0.0224 & 0.1913 & 0.1171 \\
I33\_RS05680 & 0.082 & 0.2284 & 0.3589 \\
I33\_RS05685 & 0.0617714285714286 & 0.316457142857143 & 0.212568571428571 \\
I33\_RS05700 & 0.0152 & 0.2504 & 0.06052 \\
I33\_RS05710 & 0.0115 & 0.2882 & 0.03985 \\
I33\_RS05715 & 0.0193 & 0.3504 & 0.05505 \\
I33\_RS05720 & 0.0328 & 0.3638 & 0.09005 \\
I33\_RS05730 & 0.0217 & 0.3088 & 0.07026 \\
I33\_RS05735 & 0.0462 & 0.3812 & 0.12131 \\
I33\_RS05740 & 0.1003 & 0.2953 & 0.33943 \\
I33\_RS05745 & 0.03605 & 0.25575 & 0.14373 \\
I33\_RS05750 & 0.0283 & 0.2865 & 0.12179 \\
I33\_RS05755 & 0.0533 & 0.542333333333333 & 0.141646666666667 \\
I33\_RS05760 & 0.0205 & 0.5504 & 0.069295 \\
I33\_RS05765 & 0.0496 & 0.2057 & 0.24094 \\
I33\_RS05775 & 0.0139 & 0.2581 & 0.05367 \\
I33\_RS05780 & 0.0182 & 0.0963 & 0.18947 \\
I33\_RS05785 & 0.0343 & 0.2937 & 0.1167 \\
I33\_RS05800 & 0.02565 & 0.3788 & 0.062775 \\
I33\_RS05820 & 0.0092 & 0.2837 & 0.03237 \\
I33\_RS05830 & 0.0098 & 0.1708 & 0.0573 \\
I33\_RS05840 & 0.0325 & 0.4311 & 0.07536 \\
I33\_RS05845 & 0.0364 & 0.4753 & 0.07657 \\
I33\_RS05855 & 0.0713 & 0.45145 & 0.15802 \\
I33\_RS05860 & 0.0483 & 0.3086 & 0.15654 \\
I33\_RS05865 & 0.03065 & 0.4722 & 0.06647 \\
I33\_RS05870 & 0.0389 & 0.3072 & 0.138865 \\
I33\_RS05880 & 0.03495 & 0.32535 & 0.110925 \\
I33\_RS05885 & 0.06555 & 0.3325 & 0.189385 \\
I33\_RS05890 & 0.0438166666666667 & 0.365483333333333 & 0.115636666666667 \\
I33\_RS05895 & 0.0537 & 0.3609 & 0.15435 \\
I33\_RS05900 & 0.1185 & 0.5915 & 0.20037 \\
