gene\_name & dN & dS & omega \\
Sinme\_4446 & 0.0071 & 0.012 & 0.59248 \\
Sinme\_4448 & 0.0161 & 0.0866 & 0.18635 \\
Sinme\_4453 & 0.0205 & 0.0582 & 0.35194 \\
Sinme\_4456 & 0.0031 & 0.1473 & 0.02118 \\
Sinme\_4458 & 0.0162 & 0.0644 & 0.25126 \\
Sinme\_4461 & 0.0511 & 0.1333 & 0.38346 \\
Sinme\_4463 & 0.0125 & 0.0922 & 0.13561 \\
Sinme\_4467 & 0.0024 & 0.0526 & 0.04576 \\
Sinme\_4469 & 0.0141 & 0.0775 & 0.18165 \\
Sinme\_4472 & 0.0241 & 0.4094 & 0.05893 \\
Sinme\_4474 & 0.0172 & 0.2012 & 0.089985 \\
Sinme\_4475 & 0.004 & 0.1464 & 0.02753 \\
Sinme\_4477 & 0.0319 & 0.2733 & 0.11691 \\
Sinme\_4480 & 0.0037 & 0.0638 & 0.05834 \\
Sinme\_4482 & 0.0165 & 0.0206 & 0.8022 \\
Sinme\_4483 & 0.00415 & 0.05235 & 0.07533 \\
Sinme\_4489 & 0.0026 & 0.0311 & 0.08519 \\
Sinme\_4491 & 0.0007 & 0.0705 & 0.00965 \\
Sinme\_4495 & 0 & 0.0283 & 0 \\
Sinme\_4504 & 0.0162 & 0.0364 & 0.44551 \\
Sinme\_4509 & 0.0012 & 0.0511 & 0.02402 \\
Sinme\_4512 & 0.0101 & 0.0823 & 0.12256 \\
Sinme\_4514 & 0.006 & 0.1355 & 0.04391 \\
Sinme\_4518 & 0.0049 & 0.0805 & 0.06112 \\
Sinme\_4520 & 0.044 & 0.221 & 0.19927 \\
Sinme\_4522 & 0.0278 & 0.2077 & 0.13364 \\
Sinme\_4524 & 0.0012 & 0.0302 & 0.0383 \\
Sinme\_4525 & 0.0079 & 0 & NA \\
Sinme\_4527 & 0.004 & 0.0162 & 0.2466 \\
Sinme\_4529 & 0 & 0 & 0 \\
Sinme\_4530 & 0.0017 & 0.0125 & 0.13891 \\
Sinme\_4533 & 0.00425 & 0.00585 & NA \\
Sinme\_4534 & 0 & 0.077 & 0 \\
Sinme\_4536 & 0.0038 & 0.0422 & 0.09116 \\
Sinme\_4538 & 0.00245 & 0.06195 & 0.031445 \\
Sinme\_4540 & 0.0226 & 0.1311 & 0.17281 \\
Sinme\_4544 & 0.0092 & 0.0424 & 0.21752 \\
Sinme\_4548 & 0.0139 & 0.0458 & 0.30268 \\
Sinme\_4549 & 0.004 & 0.0528 & 0.07529 \\
Sinme\_4551 & 0.006 & 0.0331 & 0.18073 \\
Sinme\_4553 & 0.0028 & 0.01605 & 0.087955 \\
Sinme\_4554 & 0.0047 & 0.0066 & 0.71588 \\
Sinme\_4556 & 0.0089 & 0.0677 & 0.13175 \\
Sinme\_4558 & 0.00726666666666667 & 0.0304666666666667 & 0.239776666666667 \\
Sinme\_4561 & 0.0013 & 0.0094 & 0.13932 \\
Sinme\_4562 & 0.0043 & 0.0276 & 0.15716 \\
Sinme\_4563 & 0.0064 & 0.1539 & 0.04183 \\
Sinme\_4564 & 0.0189 & 0.1439 & 0.13118 \\
Sinme\_4565 & 0.012 & 0.0631 & 0.18967 \\
Sinme\_4567 & 0.0069 & 0.033 & 0.20965 \\
Sinme\_4568 & 0.0095 & 0.10115 & 0.09613 \\
Sinme\_4569 & 0.0095 & 0.0654 & 0.14539 \\
Sinme\_4571 & 0.0147 & 0.0877 & 0.16735 \\
Sinme\_4572 & 0.0137 & 0.0783 & 0.17539 \\
Sinme\_4573 & 0.0043 & 0.1825 & 0.02377 \\
Sinme\_4575 & 0.0165 & 0.0596 & 0.27601 \\
Sinme\_4576 & 0.0033 & 0.0759 & 0.04346 \\
Sinme\_4577 & 0.0011 & 0.0326 & 0.03301 \\
Sinme\_4578 & 0.0269 & 0.1939 & 0.13855 \\
Sinme\_4579 & 0.0062 & 0.0572 & 0.10838 \\
Sinme\_4580 & 0.00183333333333333 & 0.0129 & 0.10533 \\
Sinme\_4581 & 0.0023 & 0 & NA \\
Sinme\_4583 & 0.0066 & 0.044 & 0.1499 \\
Sinme\_4586 & 0.0026 & 0.0679 & 0.03852 \\
Sinme\_4588 & 0.018 & 0.0511 & 0.35278 \\
Sinme\_4589 & 0.0117 & 0.0772 & 0.15184 \\
Sinme\_4590 & 0.0039 & 0.0698 & 0.0561 \\
Sinme\_4591 & 0.0103 & 0.0421 & 0.24556 \\
Sinme\_4592 & 0.0093 & 0.0647 & 0.14385 \\
Sinme\_4593 & 0.0022 & 0.0158 & 0.1383 \\
Sinme\_4595 & 0.0027 & 0.0106 & 0.25377 \\
Sinme\_4597 & 0.0089 & 0.0152 & 0.58314 \\
Sinme\_4598 & 0.0034 & 0.0148 & 0.22683 \\
Sinme\_4599 & 0.0029 & 0.0416 & 0.069 \\
Sinme\_4600 & 0 & 0.0092 & 0 \\
Sinme\_4601 & 0.0018 & 0.00565 & 0.50086 \\
Sinme\_4602 & 0 & 0.0185 & 0 \\
Sinme\_4604 & 0.0014 & 0.0182 & 0.07927 \\
Sinme\_4606 & 0.00065 & 0.01395 & 0.151905 \\
Sinme\_4608 & 0.00055 & 0.0144 & 0.030135 \\
Sinme\_4610 & 0.0019 & 0.0037 & 0.51798 \\
Sinme\_4611 & 0.0036 & 0.0128 & 0.27842 \\
Sinme\_4613 & 0.0091 & 0.0321 & 0.28283 \\
Sinme\_4614 & 0.0043 & 0.0228 & 0.18871 \\
Sinme\_4615 & 0.0011 & 0.0304 & 0.03642 \\
Sinme\_4616 & 0 & 0.0269 & 0 \\
Sinme\_4617 & 0.00345 & 0.0157 & 0.30676 \\
Sinme\_4618 & 0.0055 & 0.0072 & 0.75828 \\
Sinme\_4619 & 0.00285 & 0.0107 & 0.201575 \\
Sinme\_4621 & 0.0037 & 0.0293 & 0.12459 \\
Sinme\_4622 & 0 & 0.01575 & 0 \\
Sinme\_4623 & 0 & 0.0196 & 0 \\
Sinme\_4624 & 0 & 0.0084 & 0 \\
Sinme\_4627 & 0.0018 & 0.0038 & 0.47005 \\
Sinme\_4629 & 0.00535 & 0.0107 & NA \\
Sinme\_4630 & 0.0015 & 0 & NA \\
Sinme\_4632 & 0.004 & 0.0127 & 0.31675 \\
Sinme\_4633 & 0 & 0.0711 & 0 \\
Sinme\_4634 & 0.0136 & 0.0886 & 0.15367 \\
Sinme\_4636 & 0.0037 & 0.0938 & 0.03939 \\
Sinme\_4637 & 0.0072 & 0.1028 & 0.0704 \\
Sinme\_4639 & 0.0065 & 0.0604 & 0.1079 \\
Sinme\_4642 & 0.0024 & 0.0345 & 0.06877 \\
Sinme\_4645 & 0 & 0.0131 & 0 \\
Sinme\_4646 & 0.0042 & 0.0208 & 0.26672 \\
Sinme\_4647 & 0.0071 & 0.0248 & 0.28799 \\
Sinme\_4648 & 0.0012 & 0.0284 & 0.04187 \\
Sinme\_4649 & 0 & 0.0216 & 0 \\
Sinme\_4651 & 0 & 0.0193 & 0 \\
Sinme\_4652 & 0.0042 & 0.0167 & 0.25412 \\
Sinme\_4653 & 0.0057 & 0.0142 & NA \\
Sinme\_4656 & 0.003975 & 0.012825 & NA \\
Sinme\_4657 & 0.00215 & 0.0201 & 0.11124 \\
Sinme\_4658 & 0.0037 & 0.0102 & 0.36775 \\
Sinme\_4659 & 0.0017 & 0.0273 & 0.06181 \\
Sinme\_4661 & 0.0013 & 0.0171 & 0.07368 \\
Sinme\_4663 & 0 & 0.01 & 0 \\
Sinme\_4664 & 0.00475 & 0.01295 & 0.37276 \\
Sinme\_4665 & 0 & 0.0205 & 0 \\
Sinme\_4666 & 0 & 0.033 & 0 \\
Sinme\_4667 & 0 & 0.0271 & 0 \\
Sinme\_4668 & 0.0063 & 0.0243 & 0.26003 \\
Sinme\_4671 & 0.0028 & 0.0432 & 0.06363 \\
Sinme\_4672 & 0.0389 & 0.1247 & 0.32386 \\
Sinme\_4674 & 0.0031 & 0 & NA \\
Sinme\_4675 & 0.008 & 0.0656 & 0.12244 \\
Sinme\_4676 & 0.0072 & 0.0123 & 0.58444 \\
Sinme\_4677 & 0.00775 & 0.01045 & 0.36988 \\
Sinme\_4678 & 0.0106 & 0.0041 & 2.62074 \\
Sinme\_4679 & 0.0013 & 0.0252 & 0.05208 \\
Sinme\_4680 & 0.0049 & 0.0082 & 0.59694 \\
Sinme\_4682 & 0.0025 & 0.03 & 0.08359 \\
Sinme\_4684 & 0.0051 & 0.0381 & 0.124565 \\
Sinme\_4685 & 0.0051 & 0.0352 & 0.14472 \\
Sinme\_4686 & 0.0078 & 0.079 & 0.09928 \\
Sinme\_4687 & 0.0037 & 0.05235 & 0.07181 \\
Sinme\_4691 & 0.0246 & 0.0941 & 0.26187 \\
Sinme\_4697 & 0.0068 & 0.1328 & 0.05121 \\
Sinme\_4698 & 0.0038 & 0.1267 & 0.03004 \\
Sinme\_4700 & 0.0015 & 0.0895 & 0.01724 \\
Sinme\_4701 & 0 & 0.0785 & 0 \\
Sinme\_4702 & 0.0053 & 0.1228 & 0.04347 \\
Sinme\_4703 & 0.002 & 0.107 & 0.019 \\
Sinme\_4704 & 0 & 0.0546 & 0 \\
Sinme\_4707 & 0.005 & 0.0702 & 0.07139 \\
Sinme\_4708 & 0.0067 & 0.0525 & 0.12829 \\
Sinme\_4711 & 0.0029 & 0.0764 & 0.03819 \\
Sinme\_4712 & 0.0062 & 0.0219 & 0.28433 \\
Sinme\_4713 & 0.0044 & 0.0543 & 0.08076 \\
Sinme\_4715 & 0.0061 & 0.0716 & 0.08463 \\
Sinme\_4716 & 0.007 & 0.0288 & 0.24203 \\
Sinme\_4717 & 0.00375 & 0.04525 & 0.072035 \\
Sinme\_4720 & 0.005 & 0.0437 & 0.11428 \\
Sinme\_4723 & 0.0056 & 0.0596 & 0.0946 \\
Sinme\_4724 & 0.007475 & 0.0533 & NA \\
Sinme\_4725 & 0.0185 & 0.3148 & 0.0588 \\
Sinme\_4728 & 0.00225 & 0.0277 & 0.11043 \\
Sinme\_4729 & 0.0184 & 0.0829 & 0.22166 \\
Sinme\_4732 & 0.0012 & 0.0119 & 0.09882 \\
Sinme\_4733 & 0 & 0.0028 & 0 \\
Sinme\_4734 & 0 & 0 & 0 \\
Sinme\_4735 & 0.0031 & 0.0034 & 0.92804 \\
Sinme\_4736 & 0.0018 & 0.0037 & 0.2434 \\
Sinme\_4737 & 0.00255 & 0 & NA \\
Sinme\_4738 & 0.0038 & 0.0099 & 0.38523 \\
Sinme\_4739 & 0.00595 & 0 & NA \\
Sinme\_4740 & 0 & 0 & 0 \\
Sinme\_4741 & 0.0012 & 0.0103 & 0.11934 \\
Sinme\_4742 & 0.0025 & 0.0111 & 0.22972 \\
Sinme\_4744 & 0.0026 & 0.0201 & 0.12919 \\
Sinme\_4747 & 0.0111 & 0.0345 & 0.32153 \\
Sinme\_4749 & 0.009 & 0.0155 & 0.58186 \\
Sinme\_4752 & 0.0057 & 0.0345 & 0.16646 \\
Sinme\_4753 & 0.0058 & 0.022 & 0.26204 \\
Sinme\_4754 & 0.006 & 0.0202 & 0.29924 \\
Sinme\_4756 & 0.0105 & 0.0495 & 0.567205 \\
Sinme\_4757 & 0.0046 & 0.029 & 0.15998 \\
Sinme\_4758 & 0.008 & 0.0385 & 0.20825 \\
Sinme\_4759 & 0.0024 & 0.0206 & 0.11634 \\
Sinme\_4760 & 0 & 0.1082 & 0 \\
Sinme\_4761 & 0.005 & 0.108 & 0.04607 \\
Sinme\_4763 & 0.0076 & 0.1266 & 0.0721 \\
Sinme\_4764 & 0.0051 & 0.021 & 0.2448 \\
Sinme\_4765 & 0.0011 & 0.0177 & 0.0626 \\
Sinme\_4766 & 0.00075 & 0.03105 & 0.01327 \\
Sinme\_4768 & 0.001 & 0.0081 & 0.12915 \\
Sinme\_4769 & 0 & 0.0175 & 0 \\
Sinme\_4770 & 0.0077 & 0.0102 & 0.75615 \\
Sinme\_4771 & 0.0012 & 0.0046 & 0.26732 \\
Sinme\_4773 & 0.0022 & 0.0038 & 0.58759 \\
Sinme\_4775 & 0 & 0.0064 & 0 \\
Sinme\_4776 & 0.0015 & 0.0074 & 0.19983 \\
Sinme\_4777 & 0 & 0 & 0 \\
Sinme\_4778 & 0.00255 & 0.0217 & 0.11447 \\
Sinme\_4779 & 0.0011 & 0.0098 & 0.11668 \\
Sinme\_4780 & 0.0008 & 0.0241 & 0.03321 \\
Sinme\_4782 & 0.0033 & 0.0252 & 0.13062 \\
Sinme\_4783 & 0.0116 & 0.0141 & 0.81781 \\
Sinme\_4785 & 0.0031 & 0.0145 & 0.21523 \\
Sinme\_4786 & 0.0013 & 0.0422 & 0.02974 \\
Sinme\_4788 & 0.005 & 0.0172 & 0.29142 \\
Sinme\_4789 & 0.0018 & 0.0358 & 0.04988 \\
Sinme\_4791 & 0.0057 & 0.022 & 0.26122 \\
Sinme\_4792 & 0.0024 & 0.0199 & NA \\
Sinme\_4794 & 0.0042 & 0.0285 & 0.14912 \\
Sinme\_4795 & 0.0055 & 0.0349 & 0.15698 \\
Sinme\_4796 & 0.00285 & 0.01895 & 0.1017 \\
Sinme\_4798 & 0.0007 & 0.0232 & 0.02976 \\
Sinme\_4805 & 0.0079 & 0.0223 & 0.3521 \\
Sinme\_4806 & 0.0032 & 0.0351 & 0.09255 \\
Sinme\_4807 & 0.0039 & 0.0456 & 0.08519 \\
Sinme\_4809 & 0.0422 & 0.2093 & 0.20185 \\
Sinme\_4810 & 0.0123 & 0.127 & 0.09691 \\
Sinme\_4811 & 0.00375 & 0.11005 & 0.035125 \\
Sinme\_4812 & 0.009 & 0.0875 & 0.1516 \\
Sinme\_4813 & 0.0023 & 0.0122 & 0.19219 \\
Sinme\_4814 & 0 & 0.0169 & 0 \\
Sinme\_4815 & 0.00215 & 0.03775 & 0.03628 \\
Sinme\_4816 & 0.0098 & 0.0795 & 0.12386 \\
Sinme\_4817 & 0.0098 & 0.0392 & 0.25059 \\
Sinme\_4818 & 0.00135 & 0.06775 & 0.02539 \\
Sinme\_4820 & 0.0017 & 0.0163 & 0.1012 \\
Sinme\_4821 & 0 & 0 & 0 \\
Sinme\_4822 & 0 & 0 & 0 \\
Sinme\_4823 & 0.002 & 0.0341 & 0.05738 \\
Sinme\_4824 & 0.0048 & 0.0368 & 0.13136 \\
Sinme\_4825 & 0.0185 & 0.0477 & 0.38883 \\
Sinme\_4826 & 0.0031 & 0.0264 & 0.11828 \\
Sinme\_4827 & 0 & 0.0913 & 0 \\
Sinme\_4829 & 0.0061 & 0.0268 & 0.22233 \\
Sinme\_4833 & 0 & 0.0183 & 0 \\
Sinme\_4834 & 0.0241 & 0.0637 & 0.37764 \\
Sinme\_4835 & 0.0017 & 0.1393 & 0.01205 \\
Sinme\_4836 & 0.012 & 0.0407 & 0.29553 \\
Sinme\_4839 & 0.00245 & 0.059 & 0.241855 \\
Sinme\_4840 & 0.0089 & 0.1666 & 0.05324 \\
Sinme\_4841 & 0.004 & 0.0559 & 0.07134 \\
Sinme\_4842 & 0.0036 & 0.1681 & 0.02165 \\
Sinme\_4843 & 0.0142 & 0.1129 & 0.12579 \\
Sinme\_4845 & 0.0367 & 0.143 & 0.25638 \\
Sinme\_4846 & 0.0016 & 0.1389 & 0.01168 \\
Sinme\_4847 & 0.0232 & 0.18235 & 0.11366 \\
Sinme\_4848 & 0.0085 & 0.0359 & 0.23746 \\
Sinme\_4849 & 0.0151 & 0.1027 & 0.1466 \\
Sinme\_4853 & 0.0057 & 0.2635 & 0.02182 \\
Sinme\_4854 & 0.0067 & 0.1188 & 0.05613 \\
Sinme\_4855 & 0.0578 & 1.54455 & 0.03741 \\
Sinme\_4856 & 0.0152 & 0.1264 & 0.12 \\
Sinme\_4857 & 0.0083 & 0.1714 & 0.04831 \\
Sinme\_4858 & 0.01445 & 0.1372 & 0.101845 \\
Sinme\_4859 & 0.0341 & 0.16705 & 0.23904 \\
Sinme\_4860 & 0.0041 & 0.0272 & 0.15209 \\
Sinme\_4861 & 0.0041 & 0.1117 & 0.0368 \\
Sinme\_4862 & 0.0113 & 0.0683 & 0.16526 \\
Sinme\_4863 & 0.0165 & 0.0858 & 0.19252 \\
Sinme\_4866 & 0.0279 & 0.0919 & 0.30394 \\
Sinme\_4867 & 0.0015 & 0.05 & 0.02918 \\
Sinme\_4869 & 0.005 & 0.0699 & 0.07159 \\
Sinme\_4870 & 0.0041 & 0.0742 & 0.05531 \\
Sinme\_4872 & 0.0056 & 0.0329 & 0.16931 \\
Sinme\_4873 & 0.0082 & 0.0366 & 0.22487 \\
Sinme\_4875 & 0.0036 & 0.0497333333333333 & 0.07613 \\
Sinme\_4876 & 0.0036 & 0.0235 & 0.15287 \\
Sinme\_4877 & 0.0042 & 0.0351 & 0.12011 \\
Sinme\_4878 & 0.0137 & 0.0404 & 0.33915 \\
Sinme\_4879 & 0.0105 & 0.0341 & 0.30884 \\
Sinme\_4880 & 0.0079 & 0.0638 & 0.12411 \\
Sinme\_4882 & 0.0091 & 0.0426 & 0.21345 \\
Sinme\_4886 & 0.00885 & 0.02445 & 0.378235 \\
Sinme\_4887 & 0.01 & 0.0449 & 0.22292 \\
Sinme\_4890 & 0.0134 & 0.0554 & 0.24241 \\
Sinme\_4893 & 0.01055 & 0.06375 & 0.17042 \\
Sinme\_4894 & 0.0036 & 0.048 & 0.07601 \\
Sinme\_4895 & 0.0074 & 0.1289 & 0.05755 \\
Sinme\_4896 & 0.0051 & 0.0281 & 0.17979 \\
Sinme\_4897 & 0 & 0.0287 & 0 \\
Sinme\_4898 & 0.0053 & 0.0971 & 0.055 \\
Sinme\_4900 & 0.0112666666666667 & 0.0849 & 0.150406666666667 \\
Sinme\_4901 & 0 & 0.0528 & 0 \\
Sinme\_4903 & 0.009725 & 0.0938 & 0.1049475 \\
Sinme\_4904 & 0.0088 & 0.12105 & 0.07236 \\
Sinme\_4909 & 0.0025 & 0.099 & 0.0254 \\
Sinme\_4910 & 0.0076 & 0.0625 & 0.12198 \\
Sinme\_4911 & 0.001 & 0.0182 & 0.0532 \\
Sinme\_4913 & 0 & 0.0371 & 0 \\
Sinme\_4914 & 0.00055 & 0.0398 & 0.012695 \\
Sinme\_4915 & 0.0044 & 0.03105 & 0.111285 \\
Sinme\_4917 & 0.0025 & 0.0101 & 0.25268 \\
Sinme\_4920 & 0.0085 & 0.0238 & 0.35656 \\
Sinme\_4921 & 0.0012 & 0.0365 & 0.03275 \\
Sinme\_4922 & 0.0035 & 0.0873 & 0.03975 \\
Sinme\_4923 & 0 & 0.0231 & 0 \\
Sinme\_4937 & 0.0334 & 0.0693 & 0.48229 \\
Sinme\_4939 & 0.005 & 0.0151 & 0.33232 \\
Sinme\_4941 & 0.0039 & 0 & NA \\
Sinme\_4942 & 0.00145 & 0.02095 & 0.07217 \\
Sinme\_4943 & 0.0097 & 0.0241 & 0.40079 \\
Sinme\_4945 & 0.0028 & 0 & NA \\
Sinme\_4946 & 0.0129 & 0.0548 & 0.23568 \\
Sinme\_4948 & 0.00835 & 0.10435 & 0.08017 \\
Sinme\_4949 & 0.0248 & 0.1355 & 0.18328 \\
Sinme\_4957 & 0.0031 & 0.0314 & 0.09953 \\
Sinme\_4958 & 0.0068 & 0.01965 & 0.402975 \\
Sinme\_4959 & 0.0012 & 0.0481 & 0.022005 \\
Sinme\_4960 & 0.0043 & 0.05135 & 0.082775 \\
Sinme\_4961 & 0.0152 & 0.0509 & 0.29903 \\
Sinme\_4965 & 0.0064 & 0.0791 & 0.08113 \\
Sinme\_4966 & 0 & 0.0286 & 0 \\
Sinme\_4967 & 0.0165 & 0.1144 & 0.14459 \\
Sinme\_4969 & 0.0154 & 0.1843 & 0.08366 \\
Sinme\_4970 & 0.0089 & 0.193 & 0.04621 \\
Sinme\_4972 & 0.0337 & 0.1653 & 0.20358 \\
Sinme\_4973 & 0.0167 & 0.1206 & 0.13829 \\
Sinme\_4974 & 0.0255 & 0.1596 & 0.15971 \\
Sinme\_4975 & 0.01995 & 0.084 & 0.30124 \\
Sinme\_4976 & 0.0183 & 0.1489 & 0.12298 \\
Sinme\_4977 & 0.0149 & 0.1075 & 0.13862 \\
Sinme\_4978 & 0.0103 & 0.1418 & 0.07296 \\
Sinme\_4979 & 0.0086 & 0.1285 & 0.06698 \\
Sinme\_4980 & 0.013 & 0.0575 & 0.22598 \\
Sinme\_4981 & 0.0039 & 0.0196 & 0.19723 \\
Sinme\_4983 & 0.0057 & 0.0195 & 0.29098 \\
Sinme\_4984 & 0.0081 & 0.0519 & 0.1566 \\
Sinme\_4985 & 0.0103 & 0.0818 & 0.12531 \\
Sinme\_4986 & 0.005 & 0.0423 & 0.11904 \\
Sinme\_4987 & 0.0057 & 0.1845 & 0.03079 \\
Sinme\_4989 & 0.0037 & 0.1381 & 0.02704 \\
Sinme\_4990 & 0.0606 & 0.0929 & 0.65279 \\
Sinme\_4991 & 0.0081 & 0.1346 & 0.06022 \\
Sinme\_4992 & 0.0035 & 0.100066666666667 & 0.0389866666666667 \\
Sinme\_4993 & 0.0037 & 0.1204 & 0.03038 \\
Sinme\_4994 & 0.0364 & 0.1791 & 0.20315 \\
Sinme\_4995 & 0.014 & 0.2561 & 0.05464 \\
Sinme\_4997 & 0.0277 & 0.0926 & 0.29918 \\
Sinme\_4998 & 0 & 0.0381 & 0 \\
Sinme\_4999 & 0.0019 & 0.0387666666666667 & 0.0282833333333333 \\
Sinme\_5000 & 0.0024 & 0.0205 & 0.11761 \\
Sinme\_5004 & 0.0023 & 0.0153 & 0.14887 \\
Sinme\_5005 & 0.0023 & 0.0624 & 0.03675 \\
Sinme\_5006 & 0.0178 & 0.0188 & 0.94471 \\
Sinme\_5007 & 0.01335 & 0.1109 & 0.173575 \\
Sinme\_5008 & 0 & 0.0183 & 0 \\
Sinme\_5010 & 0.00245 & 0.04615 & 0.0616 \\
Sinme\_5012 & 0.0057 & 0.0984 & 0.05754 \\
Sinme\_5017 & 0.0023 & 0.087 & 0.02619 \\
Sinme\_5019 & 0.0141 & 0.0626 & 0.22433 \\
Sinme\_5021 & 0.0074 & 0.0611 & 0.12138 \\
Sinme\_5022 & 0.0171 & 0.0463 & 0.36981 \\
Sinme\_5023 & 0.0035 & 0.0446 & 0.0782 \\
Sinme\_5024 & 0.0132 & 0.0767 & 0.17238 \\
Sinme\_5025 & 0.0102 & 0.1344 & 0.07596 \\
Sinme\_5026 & 0.0057 & 0.0384 & 0.1489 \\
Sinme\_5027 & 0.0082 & 0.0989 & 0.08293 \\
Sinme\_5033 & 0.00175 & 0.02105 & 0.0648 \\
Sinme\_5036 & 0.0068 & 0.0427 & 0.15836 \\
Sinme\_5038 & 0.0009 & 0.0129 & 0.07157 \\
Sinme\_5045 & 0.0091 & 0.0230333333333333 & NA \\
Sinme\_5055 & 0.00975 & 0.04895 & 0.35514 \\
Sinme\_5058 & 0.0013 & 0.0128 & 0.10236 \\
Sinme\_5059 & 0.0009 & 0.0222 & 0.04241 \\
Sinme\_5060 & 0.0103333333333333 & 0.0717666666666667 & NA \\
Sinme\_5061 & 0.0214 & 0.3201 & 0.06693 \\
Sinme\_5062 & 0.0097 & 0.1504 & 0.06467 \\
Sinme\_5063 & 0.0115 & 0.0965 & 0.11917 \\
Sinme\_5067 & 0.0063 & 0 & NA \\
Sinme\_5069 & 0.0021 & 0.0134 & 0.15522 \\
Sinme\_5070 & 0.0012 & 0.0705 & 0.0177 \\
Sinme\_5073 & 0.0079 & 0.0717 & 0.11006 \\
Sinme\_5076 & 0.0149 & 0.1051 & 0.14137 \\
Sinme\_5078 & 0.0012 & 0.1552 & 0.00772 \\
Sinme\_5079 & 0.0058 & 0.08875 & 0.064965 \\
Sinme\_5080 & 0.0054 & 0.046 & 0.11656 \\
Sinme\_5081 & 0.0126 & 0.0871 & 0.14525 \\
Sinme\_5082 & 0.0028 & 0.0769 & 0.0358 \\
Sinme\_5083 & 0.0045 & 0.0366 & 0.12315 \\
Sinme\_5084 & 0.0028 & 0.0207 & 0.13444 \\
Sinme\_5085 & 0.0029 & 0.008 & 0.367 \\
Sinme\_5087 & 0.0015 & 0.0117 & 0.13034 \\
Sinme\_5088 & 0.0026 & 0.0124 & 0.2055 \\
Sinme\_5090 & 0.0043 & 0.0237 & 0.18021 \\
Sinme\_5092 & 0.0048 & 0.0076 & 0.63468 \\
Sinme\_5094 & 0.0114 & 0.017 & 0.67142 \\
Sinme\_5100 & 0.03375 & 0.2423 & 0.175215 \\
Sinme\_5102 & 0.0108 & 0.0956 & 0.11284 \\
Sinme\_5109 & 0.0031 & 0.0242 & 0.12877 \\
Sinme\_5110 & 0 & 0.0362 & 0 \\
Sinme\_5111 & 0.0011 & 0.0079 & 0.14281 \\
Sinme\_5113 & 0.0024 & 0.0241 & 0.09945 \\
Sinme\_5118 & 0.0026 & 0.0133 & 0.19524 \\
Sinme\_5123 & 0 & 0.0259 & 0 \\
Sinme\_5124 & 0.0047 & 0.0286 & 0.1658 \\
Sinme\_5125 & 0.00515 & 0.04265 & 0.15304 \\
Sinme\_5126 & 0.0008 & 0.0359 & 0.02208 \\
Sinme\_5127 & 0 & 0.0364 & 0 \\
Sinme\_5128 & 0 & 0.0382 & 0 \\
Sinme\_5129 & 0.0055 & 0.0379 & 0.14635 \\
Sinme\_5130 & 0.0039 & 0.0186 & 0.21191 \\
Sinme\_5131 & 0 & 0.027 & 0 \\
Sinme\_5132 & 0.0026 & 0.0127 & 0.20253 \\
Sinme\_5133 & 0 & 0.0201 & 0 \\
Sinme\_5134 & 0 & 0.0336 & 0 \\
Sinme\_5135 & 0 & 0.0414 & 0 \\
Sinme\_5136 & 0 & 0.0304 & 0 \\
Sinme\_5142 & 0.0143 & 0.06845 & 0.20504 \\
Sinme\_5143 & 0 & 0.0267 & 0 \\
Sinme\_5144 & 0.0202 & 0.1116 & 0.18079 \\
Sinme\_5145 & 0.0067 & 0.0276 & 0.24135 \\
Sinme\_5148 & 0.0038 & 0.0191 & 0.2005 \\
Sinme\_5149 & 0.003 & 0.0275 & 0.10925 \\
Sinme\_5152 & 0.0039 & 0.0619 & 0.06338 \\
Sinme\_5153 & 0.0142 & 0.0866 & 0.16409 \\
Sinme\_5154 & 0.0125 & 0.0758 & 0.19738 \\
Sinme\_5155 & 0.0055 & 0.0498 & 0.1098 \\
Sinme\_5156 & 0.0041 & 0.1007 & 0.04032 \\
Sinme\_5157 & 0.0032 & 0.0753 & 0.04271 \\
Sinme\_5158 & 0.00475 & 0.0545 & 0.099775 \\
Sinme\_5162 & 0.00735 & 0.05755 & 0.13254 \\
Sinme\_5165 & 0.0012 & 0.1428 & 0.0085 \\
Sinme\_5166 & 0.0024 & 0.0823 & 0.02944 \\
Sinme\_5167 & 0.00425 & 0.0692 & 0.06351 \\
Sinme\_5174 & 0.0199 & 0.187 & 0.1062 \\
Sinme\_5178 & 0.0145 & 0.0599 & 0.24205 \\
Sinme\_5181 & 0.0101 & 0.2571 & 0.03924 \\
Sinme\_5185 & 0.0046 & 0.068 & 0.06736 \\
Sinme\_5187 & 0.00095 & 0.1382 & 0.006495 \\
Sinme\_5188 & 0.0165 & 0.1248 & 0.13252 \\
Sinme\_5189 & 0.0295 & 0.0913 & 0.32344 \\
Sinme\_5190 & 0.0036 & 0.0541 & 0.06612 \\
Sinme\_5191 & 0.0166 & 0.0788 & 0.2111 \\
Sinme\_5192 & 0.0081 & 0.1716 & 0.04739 \\
Sinme\_5193 & 0.0136 & 0.0543 & 0.25016 \\
Sinme\_5194 & 0.0087 & 0.04885 & 0.178205 \\
Sinme\_5195 & 0.0056 & 0.0291 & 0.19165 \\
Sinme\_5198 & 0.00345 & 0.09155 & 0.04283 \\
Sinme\_5199 & 0.0042 & 0.0233 & 0.18018 \\
Sinme\_5201 & 0.0087 & 0.0528 & 0.163695 \\
