gene\_name & dN & dS & omega \\
SLI\_RS01135 & 0.0038 & 0.0557 & 0.06803 \\
SLI\_RS01140 & 0.0034 & 0.0327 & 0.10419 \\
SLI\_RS01145 & 0.0013 & 0.0349 & 0.029135 \\
SLI\_RS01150 & 0.0043 & 0.0262 & 0.16348 \\
SLI\_RS01155 & 0.00075 & 0.0045 & 0.0833 \\
SLI\_RS01165 & 0.0035 & 0.0188 & 0.18493 \\
SLI\_RS01170 & 0 & 0.0227 & 0 \\
SLI\_RS01175 & 0.0013 & 0.007 & 0.17852 \\
SLI\_RS01180 & 0.0014 & 0.0367 & 0.054995 \\
SLI\_RS01185 & 0.0007 & 0.0281 & 0.02652 \\
SLI\_RS01200 & 0.0058 & 0.021 & 0.2765 \\
SLI\_RS01205 & 0.0064 & 0.0401 & 0.159195 \\
SLI\_RS01245 & 0.0003 & 0.02125 & 0.01858 \\
SLI\_RS01250 & 0.0004 & 0.00606666666666667 & 0.0379866666666667 \\
SLI\_RS01265 & 0 & 0.0091 & 0 \\
SLI\_RS01270 & 0.0005 & 0 & NA \\
SLI\_RS01275 & 0.0017 & 0.0374 & 0.04493 \\
SLI\_RS01280 & 0.0048 & 0.0208 & 0.22834 \\
SLI\_RS01285 & 0 & 0.05 & 0 \\
SLI\_RS01295 & 0 & 0.0161 & 0 \\
SLI\_RS01300 & 0 & 0 & 0 \\
SLI\_RS01310 & 0.003 & 0.0286 & 0.10648 \\
SLI\_RS01330 & 0.0028 & 0 & NA \\
SLI\_RS01335 & 0.0036 & 0.0131 & 0.27439 \\
SLI\_RS01340 & 0 & 0.0468 & 0 \\
SLI\_RS01345 & 0 & 0.033 & 0 \\
SLI\_RS01350 & 0 & 0.0254 & 0 \\
SLI\_RS01360 & 0.001 & 0.0242 & 0.04018 \\
SLI\_RS01370 & 0.0009 & 0.0199 & 0.04718 \\
SLI\_RS01375 & 0.0006 & 0.0091 & 0.06487 \\
SLI\_RS01385 & 0 & 0.0038 & 0 \\
SLI\_RS01395 & 0.0007 & 0.0341 & 0.02008 \\
SLI\_RS01400 & 0.0027 & 0.0455 & 0.06048 \\
SLI\_RS01405 & 0.0038 & 0.0059 & 0.64784 \\
SLI\_RS01415 & 0 & 0.0338 & 0 \\
SLI\_RS01420 & 0.0025 & 0.0292 & 0.08526 \\
SLI\_RS01425 & 0.0029 & 0.0212 & 0.13596 \\
SLI\_RS01440 & 0.00366666666666667 & 0.1223 & 0.0503333333333333 \\
SLI\_RS01445 & 0.0029 & 0.0081 & 0.36374 \\
SLI\_RS01470 & 0.0041 & 0.0134 & 0.30672 \\
SLI\_RS01475 & 0.000666666666666667 & 0.0376 & 0.04624 \\
SLI\_RS01490 & 0.0022 & 0.0383 & 0.05811 \\
SLI\_RS01500 & 0 & 0.0313 & 0 \\
SLI\_RS01505 & 0.00285 & 0.01865 & 0.21594 \\
SLI\_RS01515 & 0 & 0.0454 & 0 \\
SLI\_RS01520 & 0.003 & 0 & NA \\
SLI\_RS01525 & 0.0053 & 0.0382 & 0.13764 \\
SLI\_RS01530 & 0.00255 & 0.02195 & 0.123435 \\
SLI\_RS01535 & 0.007 & 0.0449 & 0.15529 \\
SLI\_RS01540 & 0 & 0 & 0 \\
SLI\_RS01545 & 0 & 0 & 0 \\
SLI\_RS01555 & 0 & 0 & 0 \\
SLI\_RS01560 & 0 & 0.0112 & 0 \\
SLI\_RS01570 & 0.0009 & 0.0483 & 0.01842 \\
SLI\_RS01575 & 0.00245 & 0.04035 & 0.06152 \\
SLI\_RS01585 & 0.00105 & 0.02525 & 0.028865 \\
SLI\_RS01590 & 0.0093 & 0.0167 & 0.55932 \\
SLI\_RS01615 & 0.0026 & 0.0345 & 0.07661 \\
SLI\_RS01660 & 0.0013 & 0.031 & 0.04224 \\
SLI\_RS01675 & 0.0007 & 0.0233 & 0.03176 \\
SLI\_RS01705 & 0.00435 & 0.00515 & NA \\
SLI\_RS01715 & 0 & 0.0504 & 0 \\
SLI\_RS01725 & 0.0007 & 0.1106 & 0.00651 \\
SLI\_RS01730 & 0.003 & 0.0377 & 0.07955 \\
SLI\_RS01735 & 0 & 0.0142 & 0 \\
SLI\_RS01740 & 0 & 0.00653333333333333 & 0 \\
SLI\_RS01745 & 0.0031 & 0.0241 & 0.12835 \\
SLI\_RS01750 & 0.0017 & 0.0476 & 0.03597 \\
SLI\_RS01775 & 0.0023 & 0.036 & 0.06349 \\
SLI\_RS01785 & 0.0015 & 0.0187 & 0.0785 \\
SLI\_RS01795 & 0.0018 & 0.0166 & 0.10973 \\
SLI\_RS01805 & 0.0009 & 0.0117 & 0.08097 \\
SLI\_RS01820 & 0 & 0.01305 & 0 \\
SLI\_RS01825 & 0 & 0 & 0 \\
SLI\_RS01830 & 0 & 0.0106 & 0 \\
SLI\_RS01835 & 0 & 0.0072 & 0 \\
SLI\_RS01840 & 0.0035 & 0 & NA \\
SLI\_RS01845 & 0 & 0.0299 & 0 \\
SLI\_RS01850 & 0.0021 & 0.0281 & 0.07628 \\
SLI\_RS01855 & 0.0008 & 0.0372 & 0.02226 \\
SLI\_RS01860 & 0.0014 & 0 & NA \\
SLI\_RS01865 & 0.00293333333333333 & 0.0162333333333333 & 0.499073333333333 \\
SLI\_RS01870 & 0.00235 & 0.01755 & 0.123975 \\
SLI\_RS01875 & 0 & 0.0236 & 0 \\
SLI\_RS01885 & 0 & 0.0309 & 0 \\
SLI\_RS01890 & 0 & 0.05785 & 0 \\
SLI\_RS01895 & 0.006 & 0.0208 & 0.2902 \\
SLI\_RS01900 & 0.00203333333333333 & 0.0191 & 0.14149 \\
SLI\_RS01905 & 0.0029 & 0.111 & 0.02632 \\
SLI\_RS01910 & 0.0077 & 0.0461 & 0.16803 \\
SLI\_RS01915 & 0 & 0.0044 & 0 \\
SLI\_RS01920 & 0 & 0 & 0 \\
SLI\_RS01925 & 0 & 0 & 0 \\
SLI\_RS01950 & 0 & 0.0143 & 0 \\
SLI\_RS01955 & 0.00065 & 0.0072 & 0.045615 \\
SLI\_RS01960 & 0.0021 & 0.0674 & 0.03084 \\
SLI\_RS01970 & 0.0006 & 0.00805 & 0.072415 \\
SLI\_RS01975 & 0.0017 & 0.0075 & 0.22491 \\
SLI\_RS01995 & 0.001 & 0.0165 & 0.05758 \\
SLI\_RS02010 & 0 & 0.0342 & 0 \\
SLI\_RS02020 & 0.001175 & 0.013525 & 0.06074 \\
SLI\_RS02030 & 0 & 0.0066 & 0 \\
SLI\_RS02035 & 0.00155 & 0.03365 & 0.035355 \\
SLI\_RS02040 & 0.00235 & 0.02555 & NA \\
SLI\_RS02045 & 0 & 0.018 & 0 \\
SLI\_RS02050 & 0 & 0.0379 & 0 \\
SLI\_RS02055 & 0.0011 & 0.0288 & 0.03905 \\
SLI\_RS02060 & 0.0034 & 0.054 & 0.0634 \\
SLI\_RS02070 & 0.001 & 0.027 & 0.03758 \\
SLI\_RS02075 & 0 & 0.1062 & 0 \\
SLI\_RS02085 & 0.00235 & 0.0177 & 0.133755 \\
SLI\_RS02095 & 0.0039 & 0.0196 & 0.19909 \\
SLI\_RS02100 & 0.0007 & 0.0239 & 0.02832 \\
SLI\_RS02105 & 0.0022 & 0.014775 & NA \\
SLI\_RS02110 & 0.0023 & 0.012 & 0.19321 \\
SLI\_RS02115 & 0.0041 & 0.0116 & 0.35727 \\
SLI\_RS02125 & 0.0045 & 0.0205 & 0.21939 \\
SLI\_RS02135 & 0.0023 & 0.0202 & 0.11386 \\
SLI\_RS02145 & 0.0018 & 0.0078 & 0.23057 \\
SLI\_RS02175 & 0.0037 & 0 & NA \\
SLI\_RS02180 & 0 & 0 & 0 \\
SLI\_RS02185 & 0 & 0 & 0 \\
SLI\_RS02195 & 0 & 0.0068 & 0 \\
SLI\_RS02200 & 0 & 0 & 0 \\
SLI\_RS02205 & 0 & 0 & 0 \\
SLI\_RS02220 & 0.0021 & 0.0103 & 0.20697 \\
SLI\_RS02230 & 0.0017 & 0.00875 & 0.096045 \\
SLI\_RS02240 & 0.0035 & 0.0659 & 0.0526 \\
SLI\_RS02285 & 0 & 0.0083 & 0 \\
SLI\_RS02295 & 0.00065 & 0.0146 & 0.029745 \\
SLI\_RS02300 & 0.0016 & 0.03005 & 0.052955 \\
SLI\_RS02305 & 0.00275 & 0.018925 & NA \\
SLI\_RS02315 & 0.00465 & 0.01065 & NA \\
SLI\_RS02325 & 0.0008 & 0.032 & 0.02636 \\
SLI\_RS02335 & 0.0014 & 0.0158 & 0.09018 \\
SLI\_RS02350 & 0.0013 & 0 & NA \\
SLI\_RS02355 & 0.00305 & 0.014 & 0.28428 \\
SLI\_RS02370 & 0 & 0.0041 & 0 \\
SLI\_RS02375 & 0.009 & 0.0118 & 0.76275 \\
SLI\_RS02390 & 0.002 & 0.02645 & 0.074235 \\
SLI\_RS02395 & 0 & 0.0201 & 0 \\
SLI\_RS02400 & 0.0013 & 0 & NA \\
SLI\_RS02410 & 0 & 0.04565 & 0 \\
SLI\_RS02420 & 0 & 0 & 0 \\
SLI\_RS02430 & 0 & 0.0432 & 0 \\
SLI\_RS02435 & 0.0007 & 0.0293 & 0.02553 \\
SLI\_RS02440 & 0 & 0.0107 & 0 \\
SLI\_RS02445 & 0.0018 & 0.0132 & 0.13766 \\
SLI\_RS02450 & 0 & 0 & 0 \\
SLI\_RS02455 & 0.0013 & 0.0482 & 0.0267 \\
SLI\_RS02465 & 0.0029 & 0.0096 & 0.29934 \\
SLI\_RS02475 & 0.0004 & 0.01465 & 0.013155 \\
SLI\_RS02480 & 0.0014 & 0.0096 & 0.14672 \\
SLI\_RS02485 & 0.0017 & 0.0283 & 0.06024 \\
SLI\_RS02490 & 0 & 0.0115 & 0 \\
SLI\_RS02495 & 0 & 0.0263 & 0 \\
SLI\_RS02515 & 0.0021 & 0.0122 & 0.16965 \\
SLI\_RS02520 & 0 & 0.0262 & 0 \\
SLI\_RS02540 & 0 & 0.0462 & 0 \\
SLI\_RS02575 & 0.0007 & 0.00565 & 0.061725 \\
SLI\_RS02585 & 0 & 0 & 0 \\
SLI\_RS02590 & 0.0043 & 0.0059 & 0.72734 \\
SLI\_RS02595 & 0.0026 & 0.0244 & 0.10671 \\
SLI\_RS02600 & 0.0016 & 0.0275 & 0.05953 \\
SLI\_RS02610 & 0.0031 & 0.0223 & 0.13906 \\
SLI\_RS02620 & 0.0014 & 0.0414 & 0.03471 \\
SLI\_RS02650 & 0 & 0 & 0 \\
SLI\_RS02655 & 0.0005 & 0.036 & 0.01326 \\
SLI\_RS02660 & 0 & 0 & 0 \\
SLI\_RS02665 & 0 & 0.0196 & 0 \\
SLI\_RS02675 & 0 & 0.015 & 0 \\
SLI\_RS02690 & 0.0011 & 0.0337 & 0.03136 \\
SLI\_RS02695 & 0 & 0 & 0 \\
SLI\_RS02700 & 0.0032 & 0.1683 & 0.01913 \\
SLI\_RS02705 & 0.0008 & 0.0336 & 0.02403 \\
SLI\_RS02710 & 0 & 0.0294 & 0 \\
SLI\_RS02715 & 0.00215 & 0.0765 & 0.03401 \\
SLI\_RS02725 & 0.0016 & 0.017 & 0.09159 \\
SLI\_RS02755 & 0.0009 & 0.0191 & 0.05117 \\
SLI\_RS02765 & 0.0009 & 0.0118 & 0.07299 \\
SLI\_RS02770 & 0 & 0.0516 & 0 \\
SLI\_RS02775 & 0 & 0 & 0 \\
SLI\_RS02785 & 0.0013 & 0.017 & 0.07588 \\
SLI\_RS02790 & 0.00235 & 0.02835 & NA \\
SLI\_RS02795 & 0.0007 & 0.0329 & 0.012855 \\
SLI\_RS02800 & 0.0031 & 0.012 & 0.25734 \\
SLI\_RS02815 & 0.0041 & 0.0481 & 0.08459 \\
SLI\_RS02820 & 0 & 0 & 0 \\
SLI\_RS02825 & 0 & 0 & 0 \\
SLI\_RS02830 & 0.0025 & 0.017 & 0.14774 \\
SLI\_RS02840 & 0 & 0.0346 & 0 \\
SLI\_RS02845 & 0 & 0.0468 & 0 \\
SLI\_RS02860 & 0.0032 & 0.0248 & 0.12775 \\
SLI\_RS02870 & 0.0089 & 0.0235 & 0.37882 \\
SLI\_RS02875 & 0.0021 & 0.0174 & 0.11893 \\
SLI\_RS02880 & 0.0012 & 0.0145 & 0.08004 \\
SLI\_RS02885 & 0.0051 & 0.0102 & 0.50021 \\
SLI\_RS02890 & 0.00406666666666667 & 0.0109 & NA \\
SLI\_RS02895 & 0 & 0 & 0 \\
SLI\_RS02905 & 0.0011 & 0.00155 & NA \\
SLI\_RS02910 & 0 & 0.0116 & 0 \\
SLI\_RS02915 & 0.0009 & 0.0205 & 0.04538 \\
SLI\_RS02925 & 0.0018 & 0.0299 & 0.06183 \\
SLI\_RS02945 & 0.00205 & 0.021 & 0.10258 \\
SLI\_RS02950 & 0.000933333333333333 & 0.0178333333333333 & 0.0581133333333333 \\
SLI\_RS02955 & 0.00105 & 0.03765 & 0.01642 \\
SLI\_RS02960 & 0.0064 & 0.027 & 0.23726 \\
SLI\_RS02975 & 0.0007 & 0.0242 & 0.02735 \\
SLI\_RS02990 & 0.0066 & 0 & NA \\
SLI\_RS02995 & 0 & 0 & 0 \\
SLI\_RS03000 & 0.004 & 0.027 & 0.14881 \\
SLI\_RS03020 & 0.002 & 0.0139 & 0.14639 \\
SLI\_RS03025 & 0 & 0.0314333333333333 & 0 \\
SLI\_RS03060 & 0 & 0.0295 & 0 \\
SLI\_RS03065 & 0.0037 & 0.0278 & 0.13224 \\
SLI\_RS03070 & 0 & 0.0148 & 0 \\
SLI\_RS03080 & 0.0013 & 0 & NA \\
SLI\_RS03085 & 0.0017 & 0.0103 & 0.16503 \\
SLI\_RS03090 & 0 & 0.0625 & 0 \\
SLI\_RS03095 & 0.0032 & 0.0067 & 0.47828 \\
SLI\_RS03100 & 0.0058 & 0.00885 & NA \\
SLI\_RS03105 & 0 & 0 & 0 \\
SLI\_RS03110 & 0 & 0 & 0 \\
SLI\_RS03115 & 0 & 0.0084 & 0 \\
SLI\_RS03130 & 0.0009 & 0.01555 & 0.029115 \\
SLI\_RS03135 & 0.0048 & 0 & NA \\
SLI\_RS03140 & 0 & 0.0089 & 0 \\
SLI\_RS03155 & 0.0007 & 0 & NA \\
SLI\_RS03165 & 0 & 0.0089 & 0 \\
SLI\_RS03175 & 0.002075 & 0.0282 & NA \\
SLI\_RS03180 & 0 & 0.0747 & 0 \\
SLI\_RS03225 & 0.002 & 0.02615 & 0.038215 \\
SLI\_RS03240 & 0 & 0.0411 & 0 \\
SLI\_RS03245 & 0 & 0.01065 & 0 \\
SLI\_RS03250 & 0.0029 & 0.0865 & 0.03396 \\
SLI\_RS03255 & 0 & 0.0164 & 0 \\
SLI\_RS03265 & 0.0016 & 0 & NA \\
SLI\_RS03270 & 0.001 & 0.021 & 0.04667 \\
SLI\_RS03275 & 0 & 0 & 0 \\
SLI\_RS03300 & 0.0037 & 0.0152 & 0.24108 \\
SLI\_RS03305 & 0 & 0 & 0 \\
SLI\_RS03310 & 0.0049 & 0.0129 & 0.37829 \\
SLI\_RS03315 & 0.0046 & 0.0829 & 0.05589 \\
SLI\_RS03325 & 0.0028 & 0.00995 & NA \\
SLI\_RS03330 & 0 & 0 & 0 \\
SLI\_RS03335 & 0 & 0 & 0 \\
SLI\_RS03345 & 0 & 0.01515 & 0 \\
SLI\_RS03350 & 0.00106666666666667 & 0.0460666666666667 & 0.03455 \\
SLI\_RS03355 & 0 & 0.0323 & 0 \\
SLI\_RS03390 & 0.0011 & 0.0719 & 0.01593 \\
SLI\_RS03395 & 0.0006 & 0.01465 & 0.021055 \\
SLI\_RS03400 & 0.0011 & 0.02035 & NA \\
SLI\_RS03405 & 0.00215 & 0.0262 & 0.08298 \\
SLI\_RS03415 & 0 & 0 & 0 \\
SLI\_RS03420 & 0 & 0.0144 & 0 \\
SLI\_RS03430 & 0 & 0 & 0 \\
SLI\_RS03440 & 0 & 0.0094 & 0 \\
SLI\_RS03445 & 0 & 0.03 & 0 \\
SLI\_RS03455 & 0 & 0.0297 & 0 \\
SLI\_RS03465 & 0.0039 & 0.0066 & 0.59703 \\
SLI\_RS03475 & 0.0034 & 0.0195 & 0.17626 \\
SLI\_RS03480 & 0 & 0 & 0 \\
SLI\_RS03485 & 0.0005 & 0.01015 & 0.097855 \\
SLI\_RS03490 & 0 & 0.0393 & 0 \\
SLI\_RS03500 & 0.0014 & 0.0407 & 0.03376 \\
SLI\_RS03505 & 0.0006 & 0.01365 & 0.052815 \\
SLI\_RS03515 & 0.0005 & 0.04645 & 0.01101 \\
SLI\_RS03525 & 0 & 0.0189 & 0 \\
SLI\_RS03530 & 0 & 0.0138 & 0 \\
SLI\_RS03535 & 0.0036 & 0.0116 & 0.30591 \\
SLI\_RS03540 & 0.0019 & 0 & NA \\
SLI\_RS03550 & 0.0024 & 0.0113 & NA \\
SLI\_RS03555 & 0 & 0.0289 & 0 \\
SLI\_RS03565 & 0.0009 & 0.007 & 0.13041 \\
SLI\_RS03575 & 0.001 & 0.0234 & 0.04071 \\
SLI\_RS03580 & 0 & 0 & 0 \\
SLI\_RS03585 & 0 & 0.0617 & 0 \\
SLI\_RS03590 & 0.001 & 0.0047 & 0.21532 \\
SLI\_RS03600 & 0.0012 & 0.0318 & 0.0376 \\
SLI\_RS03615 & 0.0006 & 0.00995 & 0.029385 \\
SLI\_RS03620 & 0.0012 & 0.0264 & 0.04367 \\
SLI\_RS03625 & 0.0006 & 0.0039 & 0.0521233333333333 \\
SLI\_RS03630 & 0 & 0.0098 & 0 \\
SLI\_RS03650 & 0.0028 & 0.0437 & 0.0631 \\
SLI\_RS03670 & 0 & 0.0346 & 0 \\
SLI\_RS03680 & 0.0028 & 0 & NA \\
SLI\_RS03685 & 0.0011 & 0.0607 & 0.0182 \\
SLI\_RS03690 & 0.0047 & 0 & NA \\
SLI\_RS03695 & 0.0024 & 0.1452 & 0.01685 \\
SLI\_RS03700 & 0.0058 & 0 & NA \\
SLI\_RS03705 & 0.0009 & 0.0346 & 0.02588 \\
SLI\_RS03710 & 0.0012 & 0.05815 & 0.025105 \\
SLI\_RS03715 & 0 & 0.0064 & 0 \\
SLI\_RS03720 & 0 & 0 & 0 \\
SLI\_RS03725 & 0 & 0.0099 & 0 \\
SLI\_RS03730 & 0.0035 & 0 & NA \\
SLI\_RS03735 & 0.0024 & 0.0814 & 0.02993 \\
SLI\_RS03765 & 0.0013 & 0.0183 & 0.03514 \\
SLI\_RS03770 & 0 & 0 & 0 \\
SLI\_RS03775 & 0.0039 & 0.0097 & 0.40519 \\
SLI\_RS03780 & 0.0022 & 0.0075 & 0.29932 \\
SLI\_RS03790 & 0.0039 & 0 & NA \\
SLI\_RS03795 & 0.0009 & 0.0106 & 0.08671 \\
SLI\_RS03805 & 0 & 0.0491 & 0 \\
SLI\_RS03810 & 0 & 0.0257 & 0 \\
SLI\_RS03820 & 0.0011 & 0.0105 & 0.10136 \\
SLI\_RS03835 & 0.0008 & 0.011175 & NA \\
SLI\_RS03845 & 0.0061 & 0.0146 & 0.41467 \\
SLI\_RS03850 & 0 & 0 & 0 \\
SLI\_RS03860 & 0.0008 & 0.0515 & 0.01602 \\
SLI\_RS03865 & 0 & 0.02275 & 0 \\
SLI\_RS03870 & 0 & 0.0847 & 0 \\
SLI\_RS03880 & 0 & 0.0375 & 0 \\
SLI\_RS03920 & 0.0016 & 0 & NA \\
SLI\_RS03935 & 0 & 0 & 0 \\
SLI\_RS03950 & 0.000275 & 0.030925 & 0.0028175 \\
SLI\_RS03955 & 0 & 0.0172 & 0 \\
SLI\_RS03965 & 0.0013 & 0 & NA \\
SLI\_RS03985 & 0.0016 & 0.0389 & 0.04178 \\
SLI\_RS03990 & 0 & 0.0189 & 0 \\
SLI\_RS03995 & 0 & 0.0301 & 0 \\
SLI\_RS04010 & 0 & 0 & 0 \\
SLI\_RS04015 & 0 & 0.0195 & 0 \\
SLI\_RS04020 & 0.0005 & 0.0274 & 0.01928 \\
SLI\_RS04025 & 0 & 0 & 0 \\
SLI\_RS04040 & 0.00128 & 0.10044 & 0.01751 \\
SLI\_RS04045 & 0.0036 & 0.0126 & 0.28755 \\
SLI\_RS04050 & 0 & 0 & 0 \\
SLI\_RS04055 & 0.0029 & 0.00885 & NA \\
SLI\_RS04070 & 0.0014 & 0.0145 & 0.09579 \\
SLI\_RS04075 & 0 & 0.0209 & 0 \\
SLI\_RS04080 & 0.0022 & 0.0167 & 0.13054 \\
SLI\_RS04085 & 0.001 & 0.0049 & 0.100235 \\
SLI\_RS04090 & 0 & 0 & 0 \\
SLI\_RS04100 & 0.0015 & 0.0208 & 0.07396 \\
SLI\_RS04105 & 0 & 0 & 0 \\
SLI\_RS04110 & 0 & 0 & 0 \\
SLI\_RS04115 & 0 & 0 & 0 \\
SLI\_RS04120 & 0.0064 & 0.0073 & 0.86944 \\
SLI\_RS04125 & 0.00285 & 0.0207 & 0.144405 \\
SLI\_RS04135 & 0.005 & 0.01625 & 0.33901 \\
SLI\_RS04140 & 0.0015 & 0.0235 & 0.06268 \\
SLI\_RS04150 & 0 & 0.0077 & 0 \\
SLI\_RS04155 & 0.0046 & 0.0347 & 0.13314 \\
SLI\_RS04165 & 0.00476666666666667 & 0.00726666666666667 & NA \\
SLI\_RS04180 & 0 & 0 & 0 \\
SLI\_RS04205 & 0.00436666666666667 & 0.00553333333333333 & NA \\
SLI\_RS04210 & 0.00085 & 0.04385 & 0.02014 \\
SLI\_RS04215 & 0.0022 & 0.02165 & 0.115725 \\
SLI\_RS04225 & 0.0017 & 0 & NA \\
SLI\_RS04230 & 0 & 0.0421 & 0 \\
SLI\_RS04240 & 0 & 0 & 0 \\
SLI\_RS04245 & 0 & 0.0139 & 0 \\
SLI\_RS04255 & 0 & 0.021 & 0 \\
SLI\_RS04260 & 0.00125 & 0.02975 & 0.020835 \\
SLI\_RS04290 & 0.0028 & 0.0114 & 0.24865 \\
SLI\_RS04300 & 0.0027 & 0.0222 & 0.1204 \\
SLI\_RS04310 & 0.0089 & 0 & NA \\
SLI\_RS04315 & 0 & 0 & 0 \\
SLI\_RS04335 & 0.0009 & 0.0127 & 0.06953 \\
SLI\_RS04345 & 0.0027 & 0.0159 & 0.16891 \\
SLI\_RS04350 & 0.0008 & 0 & NA \\
SLI\_RS04355 & 0 & 0.055 & 0 \\
SLI\_RS04390 & 0 & 0.0193 & 0 \\
SLI\_RS04410 & 0.0016 & 0.0102 & 0.15448 \\
SLI\_RS04415 & 0 & 0.0436 & 0 \\
SLI\_RS04430 & 0 & 0.0143 & 0 \\
SLI\_RS04435 & 0.0036 & 0.0436 & 0.08368 \\
SLI\_RS04440 & 0 & 0.042 & 0 \\
SLI\_RS04455 & 0.0015 & 0 & NA \\
SLI\_RS04480 & 0 & 0.0226 & 0 \\
SLI\_RS04485 & 0 & 0 & 0 \\
SLI\_RS04495 & 0.0036 & 0 & NA \\
SLI\_RS04500 & 0 & 0 & 0 \\
SLI\_RS04505 & 0.0008 & 0.0324 & 0.02492 \\
SLI\_RS04515 & 0.00475 & 0.00915 & NA \\
SLI\_RS04520 & 0 & 0.04645 & 0 \\
SLI\_RS04530 & 0.0009 & 0.04495 & 0.017545 \\
SLI\_RS04570 & 0.0011 & 0.059 & 0.01806 \\
SLI\_RS04585 & 0.0028 & 0.0307 & 0.09006 \\
SLI\_RS04590 & 0 & 0 & 0 \\
SLI\_RS04610 & 0.00153333333333333 & 0.0096 & NA \\
SLI\_RS04620 & 0.0077 & 0.0486 & 0.15907 \\
SLI\_RS04635 & 0.0045 & 0.0144 & 0.30956 \\
SLI\_RS04645 & 0.0023 & 0.0074 & 0.31228 \\
SLI\_RS04665 & 0.0004 & 0.0298 & 0.01382 \\
SLI\_RS04685 & 0.001 & 0.0172 & 0.05772 \\
SLI\_RS04695 & 0.0027 & 0.0277 & 0.09634 \\
SLI\_RS04700 & 0.0024 & 0.0328 & 0.169625 \\
SLI\_RS04715 & 0.002 & 0 & NA \\
SLI\_RS04720 & 0 & 0.0165 & 0 \\
SLI\_RS04725 & 0 & 0.0092 & 0 \\
SLI\_RS04730 & 0.0014 & 0.0307 & 0.04408 \\
SLI\_RS04735 & 0.0006 & 0.1118 & 0.049365 \\
SLI\_RS04750 & 0.00675 & 0.01575 & NA \\
SLI\_RS04755 & 0.0114 & 0.0804 & 0.14147 \\
SLI\_RS04935 & 0.0035 & 0.0216 & 0.16299 \\
SLI\_RS04940 & 0.00135 & 0.00895 & 0.075175 \\
SLI\_RS04955 & 0 & 0 & 0 \\
SLI\_RS05000 & 0 & 0 & 0 \\
SLI\_RS05020 & 0.0019 & 0.0369 & 0.05056 \\
SLI\_RS05035 & 0 & 0.0563 & 0 \\
SLI\_RS05040 & 0 & 0.025 & 0 \\
SLI\_RS05045 & 0 & 0.0285 & 0 \\
SLI\_RS05050 & 0.0018 & 0.0296142857142857 & NA \\
SLI\_RS05055 & 0.0069 & 0.0162 & 0.42701 \\
SLI\_RS05060 & 0.002 & 0.0252 & 0.07923 \\
SLI\_RS05070 & 0.0014 & 0.0196 & 0.07023 \\
SLI\_RS05075 & 0.00305 & 0.0419 & 0.083445 \\
SLI\_RS05080 & 0.001 & 0.008 & 0.12514 \\
SLI\_RS05085 & 0 & 0 & 0 \\
SLI\_RS05090 & 0.0031 & 0 & NA \\
SLI\_RS05095 & 0 & 0 & 0 \\
SLI\_RS05110 & 0 & 0 & 0 \\
SLI\_RS05115 & 0.0005 & 0.0516 & 0.00912 \\
SLI\_RS05155 & 0.0016 & 0.032 & 0.04908 \\
SLI\_RS05180 & 0.002 & 0.0883 & 0.02309 \\
SLI\_RS05190 & 0 & 0.0218 & 0 \\
SLI\_RS05195 & 0 & 0.0251 & 0 \\
SLI\_RS05200 & 0.0008 & 0.0677 & 0.01184 \\
SLI\_RS05220 & 0.0019 & 0.0075 & 0.26025 \\
SLI\_RS05225 & 0.0062 & 0.0944 & 0.06596 \\
SLI\_RS05230 & 0.0047 & 0.0127 & NA \\
SLI\_RS05235 & 0 & 0.0205 & 0 \\
SLI\_RS05240 & 0.001 & 0 & NA \\
SLI\_RS05255 & 0 & 0.0378 & 0 \\
SLI\_RS05265 & 0.0012 & 0.0304 & 0.04048 \\
SLI\_RS05270 & 0 & 0.0349 & 0 \\
SLI\_RS05285 & 0.0012 & 0.0286 & 0.04231 \\
SLI\_RS05290 & 0 & 0 & 0 \\
SLI\_RS05295 & 0 & 0 & 0 \\
SLI\_RS05300 & 0 & 0 & 0 \\
SLI\_RS05305 & 0 & 0.0088 & 0 \\
SLI\_RS05310 & 0.001 & 0.0467 & 0.01086 \\
SLI\_RS05315 & 0 & 0 & 0 \\
SLI\_RS05320 & 0 & 0 & 0 \\
SLI\_RS05330 & 0.002 & 0 & NA \\
SLI\_RS05340 & 0 & 0.0849 & 0 \\
SLI\_RS05345 & 0 & 0.0287 & 0 \\
SLI\_RS05350 & 0.0176333333333333 & 0.0382333333333333 & 0.3782 \\
SLI\_RS05370 & 0.0013 & 0.0414 & 0.03068 \\
SLI\_RS05375 & 0.00175 & 0.05175 & 0.02002 \\
SLI\_RS05380 & 0 & 0.0213 & 0 \\
SLI\_RS05385 & 0 & 0.0792 & 0 \\
SLI\_RS05390 & 0 & 0 & 0 \\
SLI\_RS05395 & 0.0047 & 0.00835 & NA \\
SLI\_RS05400 & 0.000433333333333333 & 0.0147666666666667 & 0.0177 \\
SLI\_RS05405 & 0.006 & 0 & NA \\
SLI\_RS05425 & 0.003 & 0 & NA \\
SLI\_RS05435 & 0.0018 & 0 & NA \\
SLI\_RS05445 & 0.0012 & 0 & NA \\
SLI\_RS05455 & 0 & 0.0474 & 0 \\
SLI\_RS05470 & 0.0035 & 0.01815 & 0.13826 \\
SLI\_RS05475 & 0.0015 & 0.0838 & 0.01783 \\
