gene\_name & dN & dS & omega \\
ECIAI39\_0523 & 0.0397 & 0.216 & 0.18362 \\
ECIAI39\_0525 & 0.0178 & 0.239033333333333 & 0.07628 \\
ECIAI39\_0527 & 0.0182 & 0.2189 & 0.08314 \\
ECIAI39\_0528 & 0.01165 & 0.2612 & 0.03523 \\
ECIAI39\_0529 & 0.0164 & 0.1974 & 0.08291 \\
ECIAI39\_0530 & 0.01232 & 0.23366 & 0.05414 \\
ECIAI39\_0531 & 0.0053 & 0.196 & 0.02719 \\
ECIAI39\_0559 & 0.0157 & 0.1246 & 0.1263 \\
ECIAI39\_0563 & 0.01496 & 0.29056 & 0.054498 \\
ECIAI39\_0564 & 0.01245 & 0.19065 & 0.065225 \\
ECIAI39\_0566 & 0.006 & 0.238 & 0.02516 \\
ECIAI39\_0568 & 0.0065 & 0.2086 & 0.03095 \\
ECIAI39\_0569 & 0.0046 & 0.1512 & 0.03056 \\
ECIAI39\_0570 & 0.0128 & 0.1962 & 0.06518 \\
ECIAI39\_0571 & 0.0233 & 0.177666666666667 & 0.15577 \\
ECIAI39\_0575 & 0.062 & 0.4374 & 0.130605 \\
ECIAI39\_0578 & 0.0484 & 0.184 & 0.26301 \\
ECIAI39\_0579 & 0.0385 & 0.26 & 0.14822 \\
ECIAI39\_0580 & 0.0468 & 0.3377 & 0.13849 \\
ECIAI39\_0581 & 0.0315 & 0.4192 & 0.07519 \\
ECIAI39\_0583 & 0.0382 & 0.2555 & 0.14944 \\
ECIAI39\_0584 & 0.0036 & 0.3643 & 0.00992 \\
ECIAI39\_0586 & 0.0077 & 0.3363 & 0.02289 \\
ECIAI39\_0587 & 0.0059 & 0.3172 & 0.01861 \\
ECIAI39\_0588 & 0.0181 & 0.2513 & 0.07204 \\
ECIAI39\_0589 & 0.01 & 0.1955 & 0.05104 \\
ECIAI39\_0591 & 0.011 & 0.34455 & 0.028895 \\
ECIAI39\_0592 & 0.0088 & 0.1627 & 0.0541 \\
ECIAI39\_0594 & 0.0094 & 0.30995 & 0.03055 \\
ECIAI39\_0595 & 0.00275 & 0.3973 & 0.007045 \\
ECIAI39\_0597 & 0.0222 & 0.43485 & 0.056515 \\
ECIAI39\_0598 & 0.0138 & 0.1753 & 0.07844 \\
ECIAI39\_0600 & 0.0189 & 0.4221 & 0.04473 \\
ECIAI39\_0603 & 0.0647666666666667 & 1.4543 & 0.0418466666666667 \\
ECIAI39\_0604 & 0 & 0.0338 & 0 \\
ECIAI39\_0606 & 0.0009 & 0.2115 & 0.00424 \\
ECIAI39\_0607 & 0.014 & 0.4837 & 0.02897 \\
ECIAI39\_0610 & 0.00715 & 0.13265 & 0.05911 \\
ECIAI39\_0611 & 0 & 0.1207 & 0 \\
ECIAI39\_0612 & 0.004 & 0.202 & 0.01991 \\
ECIAI39\_0613 & 0.0121 & 0.0666 & 0.18119 \\
ECIAI39\_0615 & 0.0075 & 0.1662 & 0.04526 \\
ECIAI39\_0616 & 0.0064 & 0.1559 & 0.0413 \\
ECIAI39\_0617 & 0.00766666666666667 & 0.0673333333333333 & 0.09684 \\
ECIAI39\_0618 & 0.0049 & 0.2136 & 0.02279 \\
ECIAI39\_0619 & 0.0023 & 0.1124 & 0.02029 \\
ECIAI39\_0620 & 0.001 & 0.1494 & 0.00701 \\
ECIAI39\_0623 & 0.00975 & 0.0868 & 0.06156 \\
ECIAI39\_0624 & 0 & 0.05635 & 0 \\
ECIAI39\_0626 & 0.0647 & 0.1253 & 0.51669 \\
ECIAI39\_0627 & 0.0047 & 0.1481 & 0.03157 \\
ECIAI39\_0628 & 0.0006 & 0.07655 & 0.005335 \\
ECIAI39\_0629 & 0.0068 & 0.1339 & 0.05084 \\
ECIAI39\_0631 & 0 & 0.0751 & 0 \\
ECIAI39\_0632 & 0.0411 & 0.2717 & 0.15145 \\
ECIAI39\_0633 & 0.0067 & 0.1265 & 0.05303 \\
ECIAI39\_0634 & 0.0267333333333333 & 0.279866666666667 & 0.0654333333333333 \\
ECIAI39\_0636 & 0.006 & 0.1798 & 0.03346 \\
ECIAI39\_0646 & 0.0141 & 0.2109 & 0.06687 \\
ECIAI39\_0647 & 0.01 & 0.3702 & 0.02692 \\
ECIAI39\_0648 & 0.0043 & 0.384 & 0.01127 \\
ECIAI39\_0650 & 0.0086 & 0.2864 & 0.0325 \\
ECIAI39\_0654 & 0.00506666666666667 & 0.129533333333333 & 0.0360733333333333 \\
ECIAI39\_0656 & 0.0169 & 0.3667 & 0.034155 \\
ECIAI39\_0658 & 0.0051 & 0.3855 & 0.01312 \\
ECIAI39\_0660 & 0 & 0.3489 & 0 \\
ECIAI39\_0661 & 0 & 0.235 & 0 \\
ECIAI39\_0663 & 0.0018 & 0.1581 & 0.01127 \\
ECIAI39\_0665 & 0.0131 & 0.2537 & 0.05164 \\
ECIAI39\_0667 & 0.0041 & 0.2614 & 0.01556 \\
ECIAI39\_0669 & 0.0133 & 0.2025 & 0.06593 \\
ECIAI39\_0670 & 0.0152 & 0.3023 & 0.04907 \\
ECIAI39\_0671 & 0 & 0.0979 & 0 \\
ECIAI39\_0673 & 0.00245 & 0.15345 & 0.019495 \\
ECIAI39\_0674 & 0.0027 & 0.0413 & 0.06578 \\
ECIAI39\_0676 & 0.0061 & 0.277 & 0.02199 \\
ECIAI39\_0683 & 0.01385 & 0.338 & 0.039355 \\
ECIAI39\_0684 & 0.0445 & 0.2225 & 0.19999 \\
ECIAI39\_0686 & 0.0107 & 0.3109 & 0.03434 \\
ECIAI39\_0687 & 0.0399 & 0.3704 & 0.096035 \\
ECIAI39\_0688 & 0.0274 & 0.1547 & 0.17739 \\
ECIAI39\_0697 & 0.06125 & 0.41215 & 0.153115 \\
ECIAI39\_0700 & 0.002 & 0.1203 & 0.01636 \\
ECIAI39\_0701 & 0.0132 & 0.2359 & 0.055735 \\
ECIAI39\_0702 & 0.0584 & 0.1799 & 0.32487 \\
ECIAI39\_0703 & 0.02495 & 0.3695 & 0.08408 \\
ECIAI39\_0710 & 0 & 0.2351 & 0 \\
ECIAI39\_0713 & 0.0039 & 0.035 & 0.11088 \\
ECIAI39\_0714 & 0.0008 & 0.2776 & 0.00295 \\
ECIAI39\_0715 & 0.004 & 0.062 & 0.06462 \\
ECIAI39\_0719 & 0.0046 & 0.1235 & 0.03698 \\
ECIAI39\_0720 & 0 & 0.1213 & 0 \\
ECIAI39\_0722 & 0 & 0.2529 & 0 \\
ECIAI39\_0728 & 0 & 0.0812 & 0 \\
ECIAI39\_0731 & 0 & 0.0782 & 0 \\
ECIAI39\_0732 & 0 & 0.03 & 0 \\
ECIAI39\_0733 & 0.001 & 0.09845 & 0.006225 \\
ECIAI39\_0734 & 0.0097 & 0.1406 & 0.06928 \\
ECIAI39\_0735 & 0 & 0.1519 & 0 \\
ECIAI39\_0736 & 0.0027 & 0.0517 & 0.05175 \\
ECIAI39\_0738 & 0.0107 & 0.0566 & 0.18917 \\
ECIAI39\_0740 & 0.01785 & 0.1349 & 0.133035 \\
ECIAI39\_0741 & 0.0062 & 0.1516 & 0.04103 \\
ECIAI39\_0742 & 0.0073 & 0.1481 & 0.04914 \\
ECIAI39\_0743 & 0.0093 & 0.2456 & 0.03794 \\
ECIAI39\_0745 & 0.0108 & 0.1653 & 0.06554 \\
ECIAI39\_0749 & 0.0098 & 0.1842 & 0.05318 \\
ECIAI39\_0750 & 0.0014 & 0.1238 & 0.01108 \\
ECIAI39\_0751 & 0.0119 & 0.2129 & 0.0557 \\
ECIAI39\_0752 & 0 & 0.1362 & 0 \\
ECIAI39\_0753 & 0 & 0.033 & 0 \\
ECIAI39\_0754 & 0.0135 & 0.1863 & 0.07272 \\
ECIAI39\_0755 & 0.00955 & 0.2167 & 0.043315 \\
ECIAI39\_0756 & 0.0087 & 0.3071 & 0.02833 \\
ECIAI39\_0757 & 0.0015 & 0.1454 & 0.01055 \\
ECIAI39\_0763 & 0.0032 & 0.4351 & 0.0073 \\
ECIAI39\_0764 & 0.0116 & 0.2286 & 0.05084 \\
ECIAI39\_0766 & 0.0078 & 0.2281 & 0.0344 \\
ECIAI39\_0767 & 0.0124 & 0.1922 & 0.06463 \\
ECIAI39\_0768 & 0.0157 & 0.2546 & 0.06166 \\
ECIAI39\_0769 & 0.0026 & 0.3648 & 0.00715 \\
ECIAI39\_0770 & 0.0444 & 0.311966666666667 & 0.15727 \\
ECIAI39\_0771 & 0.0352 & 0.28675 & 0.122115 \\
ECIAI39\_0773 & 0.0014 & 0.3217 & 0.00433 \\
ECIAI39\_0775 & 0.0075 & 0.2922 & 0.02531 \\
ECIAI39\_0776 & 0.013125 & 0.162775 & 0.0972175 \\
ECIAI39\_0777 & 0.0125 & 0.3627 & 0.03442 \\
ECIAI39\_0778 & 0.0414 & 0.27505 & 0.15184 \\
ECIAI39\_0780 & 0.0012 & 0.2636 & 0.00439 \\
ECIAI39\_0782 & 0.00163333333333333 & 0.1529 & 0.0105666666666667 \\
ECIAI39\_0784 & 0 & 0.2973 & 0 \\
ECIAI39\_0786 & 0.00565 & 0.2903 & 0.018545 \\
ECIAI39\_0788 & 0.00125 & 0.29945 & 0.004855 \\
ECIAI39\_0789 & 0.0676 & 0.4207 & 0.16057 \\
ECIAI39\_0791 & 0.0046 & 0.3306 & 0.01403 \\
ECIAI39\_0793 & 0.02025 & 0.2005 & 0.10097 \\
ECIAI39\_0795 & 0.01975 & 0.2125 & 0.091425 \\
ECIAI39\_0796 & 0.0099 & 0.2186 & 0.04518 \\
ECIAI39\_0797 & 0.013 & 0.1495 & 0.154605 \\
ECIAI39\_0798 & 0.0195 & 0.2161 & 0.09009 \\
ECIAI39\_0799 & 0.0071 & 0.2855 & 0.02499 \\
ECIAI39\_0800 & 0.002 & 0.13515 & 0.013145 \\
ECIAI39\_0801 & 0 & 0.0741 & 0 \\
ECIAI39\_0802 & 0 & 0.0554 & 0 \\
ECIAI39\_0803 & 0.005 & 0.1159 & 0.04323 \\
ECIAI39\_0804 & 0 & 0.0512 & 0 \\
ECIAI39\_0805 & 0.0132 & 0.1252 & 0.10575 \\
ECIAI39\_0806 & 0.0063 & 0.1336 & 0.04718 \\
ECIAI39\_0807 & 0.01125 & 0.23715 & 0.03675 \\
ECIAI39\_0809 & 0 & 0.2351 & 0 \\
ECIAI39\_0810 & 0.0129 & 0.1346 & 0.09592 \\
ECIAI39\_0811 & 0.0053 & 0.3875 & 0.01358 \\
ECIAI39\_0814 & 0.0277 & 0.21255 & 0.1274 \\
ECIAI39\_0815 & 0.0237 & 0.2368 & 0.10002 \\
ECIAI39\_0816 & 0.0254 & 0.4342 & 0.05846 \\
ECIAI39\_0817 & 0.0254 & 0.2317 & 0.105545 \\
ECIAI39\_0818 & 0.01605 & 0.09375 & 0.152455 \\
ECIAI39\_0821 & 0.0084 & 0.1399 & 0.06027 \\
ECIAI39\_0823 & 0.0015 & 0.1409 & 0.01064 \\
ECIAI39\_0824 & 0.0049 & 0.1853 & 0.02655 \\
ECIAI39\_0827 & 0.0097 & 0.1683 & 0.05792 \\
ECIAI39\_0830 & 0.001 & 0.097 & 0.01067 \\
ECIAI39\_0831 & 0 & 0.0068 & 0 \\
ECIAI39\_0834 & 0.0024 & 0.0746 & 0.03175 \\
ECIAI39\_0835 & 0.0024 & 0.1403 & 0.01685 \\
ECIAI39\_0836 & 0.0076 & 0.1958 & 0.03873 \\
ECIAI39\_0837 & 0.00475 & 0.1442 & 0.049595 \\
ECIAI39\_0839 & 0.00885 & 0.0833 & 0.3149 \\
ECIAI39\_0840 & 0.016 & 0.1865 & 0.08588 \\
ECIAI39\_0841 & 0.0049 & 0.1657 & 0.02983 \\
ECIAI39\_0842 & 0.0158 & 0.1133 & 0.13981 \\
ECIAI39\_0844 & 0 & 0.1722 & 0 \\
ECIAI39\_0846 & 0.017625 & 0.061325 & 0.4723425 \\
ECIAI39\_0848 & 0 & 0.0844 & 0 \\
ECIAI39\_0849 & 0.0051 & 0.5129 & 0.00995 \\
ECIAI39\_0850 & 0.01 & 0.3346 & 0.02992 \\
ECIAI39\_0851 & 0.0081 & 0.3351 & 0.02432 \\
ECIAI39\_0852 & 0.0107333333333333 & 0.265766666666667 & 0.03091 \\
ECIAI39\_0853 & 0.0134 & 0.4725 & 0.02841 \\
ECIAI39\_0854 & 0.0106 & 0.412 & 0.021585 \\
ECIAI39\_0855 & 0.0057 & 0.4123 & 0.01391 \\
ECIAI39\_0857 & 0 & 0.0611 & 0 \\
ECIAI39\_0858 & 0.0014 & 0.1819 & 0.00761 \\
ECIAI39\_0860 & 0.014 & 0.2789 & 0.05018 \\
ECIAI39\_0861 & 0.0135 & 0.2997 & 0.04497 \\
ECIAI39\_0862 & 0 & 0.1668 & 0 \\
ECIAI39\_0863 & 0.0159 & 0.32415 & 0.062295 \\
ECIAI39\_0864 & 0.0034 & 0.2352 & 0.01463 \\
ECIAI39\_0865 & 0.0082 & 0.1977 & 0.04153 \\
ECIAI39\_0866 & 0.0068 & 0.1892 & 0.03581 \\
ECIAI39\_0867 & 0.0018 & 0.2234 & 0.00797 \\
ECIAI39\_0870 & 0.0073 & 0.1322 & 0.05547 \\
ECIAI39\_0872 & 0.01 & 0.1161 & 0.08628 \\
ECIAI39\_0873 & 0.009 & 0.154 & 0.05845 \\
ECIAI39\_0874 & 0 & 0.0138 & 0 \\
ECIAI39\_0876 & 0 & 0.193 & 0 \\
ECIAI39\_0878 & 0 & 0 & 0 \\
ECIAI39\_0879 & 0.0081 & 0.1919 & 0.04207 \\
ECIAI39\_0880 & 0.0115 & 0.1579 & 0.07265 \\
ECIAI39\_0881 & 0.00413333333333333 & 0.133566666666667 & 0.0247333333333333 \\
ECIAI39\_0882 & 0 & 0.0522 & 0 \\
ECIAI39\_0883 & 0.01985 & 0.1652 & 0.119985 \\
ECIAI39\_0887 & 0 & 0.053 & 0 \\
ECIAI39\_0888 & 0.0032 & 0.232 & 0.01371 \\
ECIAI39\_0890 & 0 & 0.1209 & 0 \\
ECIAI39\_0892 & 0.0071 & 0.2743 & 0.02589 \\
ECIAI39\_0893 & 0.00973333333333333 & 0.202633333333333 & 0.04643 \\
ECIAI39\_0894 & 0.00775 & 0.17175 & 0.046315 \\
ECIAI39\_0896 & 0 & 0.07225 & 0 \\
ECIAI39\_0897 & 0.0092 & 0.1754 & 0.05259 \\
ECIAI39\_0900 & 0.0067 & 0.2637 & 0.02534 \\
ECIAI39\_0901 & 0.01038 & 0.30026 & 0.034374 \\
ECIAI39\_0902 & 0.0102 & 0.21465 & 0.03085 \\
ECIAI39\_0903 & 0 & 0.0246 & 0 \\
ECIAI39\_0906 & 0.0878 & 0.1379 & 0.63645 \\
ECIAI39\_0908 & 0.0177333333333333 & 0.1491 & 0.139223333333333 \\
ECIAI39\_0909 & 0.0221 & 0.1061 & 0.20833 \\
ECIAI39\_0911 & 0.0202 & 0.1374 & 0.14665 \\
ECIAI39\_0913 & 0.0078 & 0.2126 & 0.03685 \\
ECIAI39\_0914 & 0.0037 & 0.0854 & 0.04307 \\
ECIAI39\_0915 & 0.0022 & 0.1836 & 0.01219 \\
ECIAI39\_0916 & 0.0018 & 0.0919 & 0.01983 \\
ECIAI39\_0917 & 0.003 & 0.1759 & 0.01682 \\
ECIAI39\_0918 & 0.00315 & 0.1185 & 0.017165 \\
ECIAI39\_0920 & 0.0049 & 0.27 & 0.01797 \\
ECIAI39\_0925 & 0.0118 & 0.1136 & 0.10399 \\
ECIAI39\_0926 & 0.0059 & 0.10905 & 0.06214 \\
ECIAI39\_0927 & 0.006 & 0.1186 & 0.05062 \\
ECIAI39\_0928 & 0 & 0.0794 & 0 \\
ECIAI39\_0929 & 0.0182 & 0.3836 & 0.04753 \\
ECIAI39\_0930 & 0.0021 & 0.1448 & 0.01428 \\
ECIAI39\_0933 & 0.0074 & 0.1438 & 0.05151 \\
ECIAI39\_0936 & 0.0105 & 0.3533 & 0.02962 \\
ECIAI39\_0938 & 0.01772 & 0.36596 & 0.049644 \\
ECIAI39\_0939 & 0.038 & 0.5186 & 0.07336 \\
ECIAI39\_0943 & 0.0028 & 0.1697 & 0.01632 \\
ECIAI39\_0944 & 0.0078 & 0.2565 & 0.03041 \\
ECIAI39\_0946 & 0.0078 & 0.2316 & 0.034405 \\
ECIAI39\_0948 & 0.0034 & 0.1517 & 0.02259 \\
ECIAI39\_0949 & 0.0035 & 0.099 & 0.03516 \\
ECIAI39\_0950 & 0.0106 & 0.2091 & 0.05049 \\
ECIAI39\_0952 & 0.0029 & 0.1018 & 0.01421 \\
ECIAI39\_0953 & 0.003 & 0.125 & 0.02364 \\
ECIAI39\_0954 & 0.0072 & 0.0891 & 0.08035 \\
ECIAI39\_0955 & 0.0108 & 0.14164 & 0.11078 \\
ECIAI39\_0957 & 0.0041 & 0.1504 & 0.02744 \\
ECIAI39\_0958 & 0.0102 & 0.0794 & 0.12864 \\
ECIAI39\_0960 & 0.0101 & 0.1233 & 0.08194 \\
ECIAI39\_0962 & 0.00595 & 0.11685 & 0.045275 \\
ECIAI39\_0963 & 0.0059 & 0.14005 & 0.022475 \\
ECIAI39\_0964 & 0.015 & 0.1769 & 0.08488 \\
ECIAI39\_0965 & 0.0212 & 0.22925 & 0.08525 \\
ECIAI39\_0966 & 0.0045 & 0.1398 & 0.03222 \\
ECIAI39\_0967 & 0.0025 & 0.1877 & 0.01357 \\
ECIAI39\_0968 & 0.0047 & 0.2447 & 0.01917 \\
ECIAI39\_0969 & 0.0335 & 0.3686 & 0.0798 \\
ECIAI39\_0970 & 0.021 & 0.16985 & 0.12873 \\
ECIAI39\_0971 & 0.0055 & 0.108 & 0.05129 \\
ECIAI39\_0972 & 0.0067 & 0.1931 & 0.03463 \\
ECIAI39\_0973 & 0.0204 & 0.1716 & 0.11872 \\
ECIAI39\_0983 & 0 & 0.0962 & 0 \\
ECIAI39\_0984 & 0 & 0.12 & 0 \\
ECIAI39\_0985 & 0.0391 & 0.1362 & 0.28746 \\
ECIAI39\_0987 & 0.0264 & 0.2071 & 0.12767 \\
ECIAI39\_0988 & 0.0728 & 0.3364 & 0.21638 \\
ECIAI39\_0989 & 0.0294 & 0.171633333333333 & 0.188913333333333 \\
ECIAI39\_0990 & 0.00435 & 0.1994 & 0.02517 \\
ECIAI39\_0992 & 0.013 & 0.2166 & 0.06018 \\
ECIAI39\_0994 & 0.0597 & 0.2632 & 0.22677 \\
ECIAI39\_0995 & 0.0049 & 0.155 & 0.03157 \\
ECIAI39\_0996 & 0.0123 & 0.0939 & 0.13149 \\
ECIAI39\_0998 & 0.0152 & 0.2024 & 0.07492 \\
ECIAI39\_0999 & 0 & 0.0368 & 0 \\
ECIAI39\_1001 & 0.0155 & 0.2375 & 0.06545 \\
ECIAI39\_1002 & 0.02185 & 0.2565 & 0.08441 \\
ECIAI39\_1003 & 0.02195 & 0.12955 & 0.179865 \\
ECIAI39\_1004 & 0.0253 & 0.1804 & 0.14044 \\
ECIAI39\_1005 & 0.0075 & 0.2476 & 0.03015 \\
ECIAI39\_1006 & 0.0068 & 0.2243 & 0.03018 \\
ECIAI39\_1008 & 0.0085 & 0.2827 & 0.03009 \\
ECIAI39\_1017 & 0.0141 & 0.2391 & 0.0589 \\
ECIAI39\_1018 & 0.0625 & 0.4772 & 0.1309 \\
ECIAI39\_1022 & 0.0037 & 0.0753 & 0.04852 \\
ECIAI39\_1107 & 0.0019 & 0.1745 & 0.01079 \\
ECIAI39\_1109 & 0.0027 & 0.1217 & 0.02188 \\
ECIAI39\_1111 & 0.0027 & 0.1118 & 0.02395 \\
ECIAI39\_1113 & 0.0065 & 0.1706 & 0.03823 \\
ECIAI39\_1115 & 0.00505 & 0.1568 & 0.0408 \\
ECIAI39\_1118 & 0.0031 & 0.1535 & 0.02044 \\
ECIAI39\_1119 & 0.0046 & 0.1446 & 0.03192 \\
ECIAI39\_1121 & 0.0216 & 0.235433333333333 & 0.0766866666666667 \\
ECIAI39\_1155 & 0 & 0.0796 & 0 \\
ECIAI39\_1156 & 0.0042 & 0.0686 & 0.06095 \\
ECIAI39\_1157 & 0.0285 & 0.0775 & 0.36742 \\
ECIAI39\_1161 & 0.0151 & 0.0646 & 0.192905 \\
ECIAI39\_1163 & 0.00975 & 0.13645 & 0.07262 \\
ECIAI39\_1164 & 0.0085 & 0.1027 & 0.08274 \\
ECIAI39\_1165 & 0.0097 & 0.3102 & 0.03131 \\
ECIAI39\_1167 & 0.0027 & 0.1502 & 0.01771 \\
ECIAI39\_1169 & 0.0011 & 0.1628 & 0.00672 \\
ECIAI39\_1170 & 0.0123 & 0.1654 & 0.0741 \\
ECIAI39\_1171 & 0.0055 & 0.2686 & 0.02052 \\
ECIAI39\_1173 & 0.02065 & 0.13165 & 0.132645 \\
ECIAI39\_1174 & 0.0331 & 0.1527 & 0.21659 \\
ECIAI39\_1175 & 0.0245 & 0.1608 & 0.15237 \\
ECIAI39\_1176 & 0.0047 & 0.1678 & 0.0281 \\
ECIAI39\_1177 & 0.02065 & 0.09085 & 0.221115 \\
ECIAI39\_1178 & 0.0068 & 0.1008 & 0.06709 \\
ECIAI39\_1179 & 0.0117 & 0.06005 & 0.21862 \\
ECIAI39\_1187 & 0.0013 & 0.1561 & 0.00828 \\
ECIAI39\_1188 & 0.0026 & 0.0926 & 0.02856 \\
ECIAI39\_1189 & 0 & 0.0591 & 0 \\
ECIAI39\_1190 & 0.0054 & 0.2117 & 0.02561 \\
ECIAI39\_1192 & 0 & 0.0433 & 0 \\
ECIAI39\_1193 & 0.00955 & 0.1589 & 0.075505 \\
ECIAI39\_1194 & 0.0126 & 0.3773 & 0.03346 \\
ECIAI39\_1195 & 0 & 0.1496 & 0 \\
ECIAI39\_1196 & 0.0224 & 0.1903 & 0.11755 \\
ECIAI39\_1198 & 0.0017 & 0.1271 & 0.01387 \\
ECIAI39\_1200 & 0.0092 & 0.1357 & 0.06809 \\
ECIAI39\_1201 & 0.0114 & 0.18235 & 0.087195 \\
ECIAI39\_1203 & 0.008 & 0.1179 & 0.06753 \\
ECIAI39\_1204 & 0.0089 & 0.1477 & 0.06038 \\
ECIAI39\_1205 & 0.00355 & 0.1175 & 0.031635 \\
ECIAI39\_1214 & 0.0037 & 0.2594 & 0.01423 \\
ECIAI39\_1216 & 0.0072 & 0.2511 & 0.02634 \\
ECIAI39\_1219 & 0.0257 & 0.1409 & 0.18247 \\
ECIAI39\_1220 & 0.0015 & 0.1394 & 0.011465 \\
ECIAI39\_1221 & 0.0015 & 0.1217 & 0.01213 \\
ECIAI39\_1222 & 0 & 0.0533 & 0 \\
ECIAI39\_1223 & 0.0069 & 0.065 & 0.10632 \\
ECIAI39\_1228 & 0.0011 & 0.1013 & 0.01076 \\
ECIAI39\_1232 & 0.0023 & 0.0894 & 0.02623 \\
ECIAI39\_1236 & 0 & 0.1595 & 0 \\
ECIAI39\_1237 & 0.00515 & 0.1477 & 0.03522 \\
ECIAI39\_1238 & 0.0014 & 0.1796 & 0.00804 \\
ECIAI39\_1240 & 0.002 & 0.1756 & 0.01116 \\
ECIAI39\_1245 & 0.0065 & 0.115325 & 0.0537075 \\
ECIAI39\_1246 & 0.0051 & 0.1388 & 0.03698 \\
ECIAI39\_1247 & 0.006 & 0.0848 & 0.07026 \\
ECIAI39\_1248 & 0.0127 & 0.174633333333333 & 0.100363333333333 \\
ECIAI39\_1249 & 0.0278 & 0.332 & 0.08386 \\
ECIAI39\_1250 & 0.0046 & 0.3498 & 0.01323 \\
ECIAI39\_1251 & 0.0323 & 0.1601 & 0.20193 \\
ECIAI39\_1252 & 0.0439 & 0.2708 & 0.16204 \\
ECIAI39\_1254 & 0.0237 & 0.2871 & 0.08264 \\
ECIAI39\_1255 & 0.0137 & 0.1341 & 0.10244 \\
ECIAI39\_1257 & 0 & 0.27 & 0 \\
ECIAI39\_1262 & 0.01395 & 0.42745 & 0.0281 \\
ECIAI39\_1263 & 0.0207 & 0.1666 & 0.12402 \\
ECIAI39\_1265 & 0.0104 & 0.2345 & 0.04418 \\
ECIAI39\_1267 & 0 & 0.0833 & 0 \\
ECIAI39\_1268 & 0.0027 & 0.1777 & 0.01505 \\
ECIAI39\_1269 & 0.0015 & 0.1456 & 0.01057 \\
ECIAI39\_1270 & 0.0327 & 0.1448 & 0.22606 \\
ECIAI39\_1272 & 0.0028 & 0.0556 & 0.04992 \\
ECIAI39\_1273 & 0.0161 & 0.1097 & 0.1463 \\
ECIAI39\_1274 & 0.01585 & 0.14035 & 0.16194 \\
ECIAI39\_1277 & 0.01365 & 0.1787 & 0.100625 \\
ECIAI39\_1278 & 0.0037 & 0.2102 & 0.0174 \\
ECIAI39\_1279 & 0.0132 & 0.1866 & 0.0705 \\
ECIAI39\_1281 & 0.0046 & 0.1049 & 0.04377 \\
ECIAI39\_1283 & 0.0588 & 0.1792 & 0.32795 \\
ECIAI39\_1285 & 0.0037 & 0.0927 & 0.03982 \\
ECIAI39\_1287 & 0.0035 & 0.1985 & 0.01771 \\
ECIAI39\_1288 & 0 & 0.2346 & 0 \\
ECIAI39\_1289 & 0.00545 & 0.187 & 0.034125 \\
ECIAI39\_1290 & 0.007 & 0.1919 & 0.03642 \\
ECIAI39\_1292 & 0.0166 & 0.0687 & 0.24096 \\
ECIAI39\_1300 & 0.0118 & 0.2989 & 0.03936 \\
ECIAI39\_1302 & 0.0124 & 0.173 & 0.07163 \\
ECIAI39\_1303 & 0.0086 & 0.0656 & 0.081155 \\
ECIAI39\_1304 & 0.00945 & 0.13715 & 0.08784 \\
ECIAI39\_1319 & 0.0103 & 0.5062 & 0.02036 \\
ECIAI39\_1320 & 0.0112 & 0.3602 & 0.03096 \\
ECIAI39\_1322 & 0.0109 & 0.154933333333333 & 0.0923033333333333 \\
ECIAI39\_1324 & 0.0082 & 0.1794 & 0.04542 \\
ECIAI39\_1329 & 0.0084 & 0.1721 & 0.04861 \\
ECIAI39\_1332 & 0 & 0.1462 & 0 \\
ECIAI39\_1333 & 0.003 & 0.0986 & 0.03069 \\
ECIAI39\_1334 & 0.0104 & 0.1981 & 0.03832 \\
ECIAI39\_1340 & 0.0148 & 0.1623 & 0.090855 \\
ECIAI39\_1342 & 0 & 0.1697 & 0 \\
ECIAI39\_1344 & 0.0169 & 0.1964 & 0.08584 \\
ECIAI39\_1346 & 0.0061 & 0.1904 & 0.03186 \\
ECIAI39\_1368 & 0.00505 & 0.11865 & 0.06141 \\
ECIAI39\_1371 & 0.01025 & 0.1708 & 0.069515 \\
ECIAI39\_1375 & 0.0109 & 0.2 & 0.05428 \\
ECIAI39\_1377 & 0.118366666666667 & 1.16806666666667 & 0.104663333333333 \\
ECIAI39\_1403 & 0.0590333333333333 & 0.389666666666667 & 0.145996666666667 \\
ECIAI39\_1404 & 0.0835 & 0.1782 & 0.46839 \\
ECIAI39\_1405 & 0.044 & 0.36845 & 0.116995 \\
ECIAI39\_1406 & 0.046 & 0.2434 & 0.18908 \\
ECIAI39\_1410 & 0.0059 & 0.3987 & 0.0147 \\
ECIAI39\_1415 & 0.0205 & 0.1694 & 0.12083 \\
ECIAI39\_1582 & 0.0251 & 0.12505 & 0.206345 \\
ECIAI39\_1583 & 0.0046 & 0.2265 & 0.02022 \\
ECIAI39\_1584 & 0.01825 & 0.15165 & 0.148075 \\
ECIAI39\_1586 & 0.0178 & 0.2144 & 0.08286 \\
ECIAI39\_1589 & 0.0037 & 0.1737 & 0.02158 \\
ECIAI39\_1591 & 0.0085 & 0.169 & 0.05054 \\
ECIAI39\_1593 & 0.0338 & 0.1422 & 0.23779 \\
ECIAI39\_1595 & 0.0139 & 0.1381 & 0.10073 \\
ECIAI39\_1597 & 0.0127 & 0.1279 & 0.09936 \\
ECIAI39\_1598 & 0.0023 & 0.0458 & 0.04944 \\
ECIAI39\_1599 & 0.00675 & 0.15865 & 0.047065 \\
